# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 12-09-2024 09:13:36
#X: 45405 - Y: 396460
#00 DONARLOCATIE: VTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1011>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <5>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  45405  396460 20240912 91353    1.01      --   17.41   7.92 7.34      91   37.09    3923   28.00   15813    0.61    0.57
  45389  396449 20240912 91415    2.02      --   17.52   7.92 7.33      91   37.23    3928   28.05   15836    0.75    0.56
  45387  396448 20240912 91446    2.97      --   17.62   7.92 7.30      91   37.44    3942   28.15   15898    0.64    0.56
  45386  396447 20240912 91511    3.94      --   17.74   7.91 7.28      91   37.61    3948   28.21   15928    0.53    0.53
  45385  396446 20240912 91609    5.04      --   18.50   7.87 6.71      85   38.86    4013   28.72   16220    0.43    0.53
  45385  396446 20240912 91640    6.05      --   18.69   7.86 6.44      82   39.41    4053   29.03   16401    0.30    0.73
  45384  396446 20240912 91708    6.93      --   18.78   7.86 6.29      80   39.59    4064   29.12   16451    0.39    0.57
  45382  396445 20240912 91746    7.91      --   19.19   7.85 6.05      78   40.24    4095   29.36   16591    0.26    0.75
  45380  396445 20240912 91823    9.01      --   19.49   7.84 5.87      76   40.64    4108   29.47   16653    0.26    0.55
  45376  396445 20240912 91927    9.99      --   20.42   7.79 4.82      64   42.34    4197   30.18   17056    0.17    0.87
  45375  396445 20240912 91941   11.01      --   20.51   7.80 4.78      64   42.54    4208   30.27   17106    0.11    0.85
