# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 12-09-2024 10:50:33
#X: 37413 - Y: 393834
#00 DONARLOCATIE: VTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  37413  393834 20240912 105124    1.08      --   18.39   7.83 6.66      84   38.08    3943   28.16   15897    2.13    0.61
  37408  393835 20240912 105147    1.92      --   18.33   7.83 6.70      84   37.94    3933   28.08   15852    1.82    0.57
  37406  393837 20240912 105232    3.03      --   18.49   7.81 6.64      84   38.34    3960   28.30   15979    1.29    0.40
  37406  393838 20240912 105252    4.02      --   18.55   7.82 6.59      83   38.37    3958   28.28   15967    1.26    0.47
  37405  393840 20240912 105327    4.91      --   18.98   7.81 6.40      82   39.05    3992   28.54   16119    0.94    0.51
  37405  393842 20240912 105358    5.93      --   18.98   7.81 6.46      83   39.16    4002   28.63   16167    0.84    0.33
  37405  393842 20240912 105421    7.04      --   19.01   7.81 6.47      83   39.22    4005   28.65   16180    0.67    0.32
  37405  393844 20240912 105446    8.07      --   19.18   7.81 6.39      82   39.51    4020   28.77   16250    0.51    0.49
  37405  393845 20240912 105512    8.98      --   19.26   7.81 6.28      81   39.64    4027   28.82   16279    0.51    0.22
  37407  393852 20240912 105623   10.03      --   19.98   7.77 5.34      70   40.72    4074   29.20   16493    0.41    0.29
  37408  393859 20240912 105725   11.02      --   20.69   7.73 4.37      58   41.81    4121   29.57   16703    0.42    0.41
  37408  393865 20240912 105807   12.07      --   20.90   7.71 3.91      52   42.24    4145   29.76   16812    0.31    0.36
  37406  393868 20240912 105841   13.05      --   21.07   7.70 3.68      49   42.56    4161   29.89   16885    0.24    0.58
  37406  393869 20240912 105858   14.06      --   21.07   7.70 3.64      49   42.56    4161   29.89   16887    0.18    0.37
  37405  393872 20240912 105938   14.94      --   21.07   7.69 3.46      46   42.61    4166   29.93   16909    0.19    0.44
  37404  393873 20240912 110010   16.04      --   21.08   7.68 3.24      43   42.65    4169   29.95   16922    0.06    0.48
