# VERTIKAAL 13 M.C.ECOS 8 VERTIKAAL
* 12-09-2024 11:29:34
#X: 35478 - Y: 397414
#00 DONARLOCATIE: VTS-05
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <6>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  35478  397414 20240912 112942    1.07      --   18.86   7.79 6.43      82   38.67    3962   28.31   15986    0.90    0.39
  35478  397414 20240912 113001    2.04      --   18.86   7.79 6.43      82   38.68    3963   28.32   15988    1.19    0.43
  35478  397414 20240912 113018    2.97      --   18.88   7.79 6.41      82   38.69    3963   28.31   15987    0.97    0.37
  35478  397414 20240912 113032    3.98      --   18.92   7.79 6.39      81   38.73    3963   28.32   15989    0.93    0.37
  35478  397414 20240912 113101    5.01      --   19.09   7.78 6.16      79   38.97    3974   28.40   16036    0.60    0.36
  35479  397415 20240912 113133    6.07      --   19.25   7.77 6.01      77   39.21    3983   28.48   16080    0.56    0.42
  35480  397418 20240912 113214    6.99      --   19.48   7.76 5.74      74   39.56    4000   28.61   16156    0.67    0.52
  35479  397419 20240912 113242    8.06      --   19.59   7.76 5.60      72   39.72    4007   28.67   16187    1.24    0.37
  35479  397420 20240912 113301    9.02      --   19.67   7.75 5.52      72   39.83    4011   28.70   16205    0.73    0.41
  35477  397421 20240912 113339    9.98      --   19.94   7.72 4.92      64   40.29    4034   28.88   16309    0.38    0.42
