# VERTIKAAL 8 Delta
* 22-07-2025 10:03:32
#X: 50243 - Y: 420505
#00 DONARLOCATIE: GTS-22
#08 WAARNEMER(S): beukers
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T   O2     %O2   GELBH  GELDHD  SALNTT CHLFRFU    TROEBHFNU
  50243  420504 20250722 100348    1.03      --   21.60 6.97      96   43.85    4241   30.53    1.68      1.11
  50243  420504 20250722 100416    2.01      --   21.59 6.96      96   43.85    4241   30.53    1.63      1.29
  50243  420504 20250722 100433    3.08      --   21.58 6.95      95   43.84    4240   30.53    1.66      1.26
  50243  420504 20250722 100447    4.12      --   21.58 6.96      96   43.84    4241   30.53    1.63      1.31
  50243  420504 20250722 100501    5.19      --   21.57 6.95      95   43.83    4241   30.53    1.78      1.26
  50243  420504 20250722 100537    6.19      --   21.51 6.71      92   43.77    4240   30.53    1.55      1.20
  50243  420504 20250722 100621    7.13      --   21.20 5.31      72   43.49    4241   30.53    0.73      1.11
  50243  420504 20250722 100653    8.02      --   20.94 4.97      67   43.25    4240   30.53    0.64      1.11
  50243  420504 20250722 100708    9.13      --   20.84 4.90      66   43.16    4240   30.53    0.48      1.38
  50243  420504 20250722 100723   10.17      --   20.62 4.83      65   42.96    4241   30.53    0.44      1.26
  50243  420504 20250722 100740   11.27      --   20.43 4.84      65   42.79    4241   30.53    0.33      1.14
  50243  420504 20250722 100756   12.38      --   20.36 4.76      64   42.73    4240   30.53    0.35      1.12
  50243  420504 20250722 100818   13.06      --   20.30 4.52      61   42.67    4240   30.52    0.27      1.29
  50243  420504 20250722 100845   14.02      --   20.27 4.34      58   42.65    4240   30.53    0.31      1.41
  50243  420504 20250722 100923   15.13      --   20.19 3.95      53   42.56    4239   30.52    0.23      1.55
