# VERTIKAAL 5 Delta
* 22-07-2025 09:12:42
#X: 54908 - Y: 423967
#00 DONARLOCATIE: GTS-25
#08 WAARNEMER(S): beukers
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T   O2     %O2   GELBH  GELDHD  SALNTT CHLFRFU    TROEBHFNU
  54907  423967 20250722 91257    1.29      --   21.58 6.53      90   43.71    4228   30.42    1.06      1.09
  54907  423967 20250722 91312    2.08      --   21.57 6.49      89   43.70    4229   30.44    0.79      1.05
  54907  423967 20250722 91328    2.98      --   21.59 6.47      89   43.71    4228   30.43    0.98      1.05
  54907  423967 20250722 91352    4.32      --   21.56 6.27      86   43.70    4229   30.44    0.79      1.11
  54907  423967 20250722 91419    5.00      --   21.50 6.19      85   43.67    4231   30.45    0.54      1.00
  54907  423967 20250722 91452    6.13      --   21.45 6.08      83   43.63    4233   30.47    0.63      1.02
  54907  423967 20250722 91528    7.24      --   21.44 6.04      83   43.63    4233   30.46    0.61      1.04
  54907  423967 20250722 91544    8.30      --   21.43 6.04      83   43.62    4234   30.47    0.73      0.96
  54907  423967 20250722 91601    9.30      --   21.42 6.03      83   43.62    4234   30.47    0.72      0.98
  54907  423967 20250722 91616   10.29      --   21.40 6.02      82   43.61    4234   30.48    0.78      1.03
  54907  423967 20250722 91631   11.18      --   21.39 6.02      82   43.60    4234   30.48    0.85      1.05
  54907  423967 20250722 91645   12.29      --   21.34 5.99      82   43.57    4236   30.49    0.67      1.26
  54907  423967 20250722 91700   13.24      --   21.30 5.93      81   43.53    4236   30.50    0.66      1.00
  54907  423967 20250722 91723   14.03      --   21.23 5.76      79   43.49    4238   30.51    0.69      1.02
  54907  423967 20250722 91743   15.16      --   21.19 5.69      78   43.46    4239   30.51    0.56      1.10
  54907  423967 20250722 91821   16.26      --   21.13 5.43      74   43.42    4239   30.52    0.53      1.27
  54907  423967 20250722 91854   16.96      --   21.11 5.19      71   43.41    4241   30.53    0.48      1.11
  54907  423967 20250722 91930   18.00      --   20.91 4.68      63   43.26    4244   30.56    0.22      1.11
  54907  423967 20250722 92031   19.19      --   20.62 4.12      56   43.03    4247   30.59    0.16      0.99
  54907  423967 20250722 92047   20.14      --   20.60 4.04      55   43.02    4247   30.58    0.28      1.06
  54907  423967 20250722 92114   21.15      --   20.62 4.03      54   43.04    4248   30.59    0.18      0.99
  54907  423967 20250722 92140   22.39      --   20.59 3.97      54   43.02    4249   30.59    0.21      1.25
