# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 02-09-2024 09:49:13
#X: 59154 - Y: 414855
#00 DONARLOCATIE: DREISR
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  59154  414855 20240902 94927    1.11      --   21.06   8.19 9.28     123   40.97    4007   28.66   16176    1.51    0.67
  59147  414862 20240902 95001    2.03      --   21.02   8.18 9.22     122   40.93    4007   28.66   16176    1.78    0.64
  59143  414867 20240902 95037    2.99      --   20.80   8.15 8.78     116   40.78    4010   28.68   16192    2.54    0.56
  59137  414875 20240902 95129    4.02      --   20.49   8.10 8.04     106   40.58    4016   28.73   16220    2.84    0.76
  59136  414879 20240902 95149    4.99      --   20.26   8.06 8.07     106   40.44    4022   28.78   16252    3.15    0.79
  59133  414887 20240902 95234    6.02      --   20.10   8.01 7.78     102   40.33    4025   28.81   16266    3.96    0.77
  59130  414907 20240902 95418    6.96      --   19.74   7.73 4.75      62   40.65    4087   29.30   16553    1.69    0.74
  59131  414915 20240902 95457    7.99      --   19.86   7.74 4.57      60   41.62    4175   30.00   16957    1.57    0.76
  59132  414922 20240902 95539    9.03      --   19.97   7.84 5.40      71   42.10    4213   30.31   17133    2.13    0.70
  59133  414930 20240902 95630   10.05      --   19.86   7.78 4.79      63   42.12    4224   30.40   17185    1.98    0.57
  59134  414935 20240902 95659   11.08      --   19.84   7.77 4.64      61   42.14    4229   30.44   17208    1.35    0.71
  59135  414940 20240902 95727   12.02      --   19.81   7.76 4.48      59   42.18    4234   30.48   17234    1.11    0.80
  59136  414947 20240902 95803   12.96      --   19.80   7.77 4.37      57   42.21    4239   30.52   17255    1.46    0.69
  59138  414952 20240902 95830   14.06      --   19.77   7.74 4.19      55   42.19    4240   30.53   17260    1.10    0.81
  59139  414958 20240902 95904   15.05      --   19.79   7.77 4.47      59   42.33    4252   30.62   17317    0.78    0.90
