# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 02-09-2024 08:24:33
#X: 67356 - Y: 411388
#00 DONARLOCATIE: GTS-18
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  67356  411388 20240902 82507    0.98      --   20.78   8.13 9.29     123   40.76    4009   28.68   16189    2.86    0.64
  67353  411379 20240902 82525    1.93      --   20.78   8.13 9.32     123   40.75    4008   28.67   16184    3.04    0.56
  67359  411380 20240902 82650    3.04      --   20.37   7.93 7.03      92   40.78    4046   28.98   16362    4.83    0.99
  67360  411380 20240902 82720    4.02      --   20.57   7.96 7.35      97   41.15    4066   29.13   16449    5.90    0.94
  67362  411381 20240902 82802    4.99      --   20.72   7.94 7.35      98   41.86    4123   29.59   16713    4.72    0.85
  67364  411383 20240902 82846    5.95      --   20.71   7.91 6.71      89   42.15    4152   29.82   16848    3.19    0.73
  67365  411385 20240902 82922    7.00      --   20.72   7.93 6.85      91   42.30    4167   29.94   16916    5.41    1.22
  67368  411392 20240902 83047    8.06      --   20.47   7.85 5.80      77   42.20    4178   30.03   16970    3.13    0.84
  67366  411403 20240902 83139    9.06      --   20.34   7.82 5.20      69   42.10    4180   30.04   16978    2.18    1.10
  67332  411419 20240902 83230    9.99      --   19.94   7.70 3.83      50   41.84    4189   30.12   17022    1.98    1.16
  67313  411414 20240902 83322   10.99      --   19.77   7.65 3.22      42   41.74    4194   30.16   17049    0.57    1.09
