# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 02-09-2024 11:16:06
#X: 53084 - Y: 420473
#00 DONARLOCATIE: GTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53084  420473 20240902 111715    1.01      --   21.30   8.15 9.38     125   41.50    4038   28.91   16318    1.45    0.51
  53077  420470 20240902 111735    2.01      --   21.31   8.15 9.41     126   41.51    4038   28.91   16319    1.56    0.44
  53075  420470 20240902 111748    3.06      --   21.30   8.15 9.41     126   41.50    4038   28.91   16320    1.85    0.56
  53073  420470 20240902 111813    3.99      --   21.12   8.16 9.50     127   41.35    4039   28.91   16323    2.55    0.51
  53068  420471 20240902 111846    4.97      --   20.89   8.11 8.93     118   41.17    4041   28.93   16334    2.77    0.57
  53061  420472 20240902 111936    6.05      --   20.54   8.07 8.57     113   40.90    4044   28.96   16350    3.18    0.53
  53055  420472 20240902 112021    7.04      --   20.30   8.04 8.20     108   40.68    4042   28.95   16344    1.98    0.51
  53049  420472 20240902 112103    8.01      --   20.41   8.09 8.48     112   40.91    4056   29.05   16407    3.29    0.52
  53043  420473 20240902 112149    9.02      --   20.35   8.04 7.89     104   41.01    4071   29.17   16475    2.64    0.52
  53036  420474 20240902 112241    9.99      --   20.42   7.97 6.71      89   41.87    4151   29.81   16842    0.66    0.34
  53031  420474 20240902 112314   10.99      --   20.40   8.03 7.06      94   42.83    4247   30.58   17287    1.28    0.89
