# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 02-09-2024 11:00:32
#X: 54022 - Y: 421132
#00 DONARLOCATIE: GTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  54022  421132 20240902 110131    1.03      --   21.00   8.21 9.91     132   41.09    4024   28.80   16255    1.72    0.53
  53979  421119 20240902 110223    2.06      --   20.90   8.19 9.80     130   41.01    4024   28.80   16256    3.29    0.66
  53976  421118 20240902 110242    2.96      --   20.90   8.19 9.79     130   41.02    4025   28.81   16262    3.03    0.80
  53972  421117 20240902 110308    4.02      --   20.86   8.18 9.69     128   41.04    4030   28.85   16285    3.51    0.65
  53967  421116 20240902 110335    4.96      --   20.88   8.15 9.61     127   41.18    4042   28.94   16341    3.05    0.55
  53957  421115 20240902 110434    6.05      --   20.50   8.07 8.63     114   40.84    4041   28.93   16338    3.10    0.59
  53937  421121 20240902 110510    6.99      --   20.35   8.01 7.97     105   40.73    4043   28.95   16347    3.39    0.68
  53917  421119 20240902 110535    7.97      --   20.22   8.01 7.95     104   40.66    4048   28.99   16369    2.66    0.54
  53888  421106 20240902 110648    9.03      --   20.29   7.93 6.73      88   41.24    4099   29.40   16606    2.41    0.60
  53881  421102 20240902 110737    9.95      --   20.39   7.96 6.70      88   41.81    4146   29.77   16822    1.18    0.24
  53873  421099 20240902 110820   11.02      --   20.41   8.00 6.81      90   42.69    4232   30.46   17219    0.54    0.47
  53866  421096 20240902 110904   12.03      --   20.37   8.02 6.86      91   42.89    4256   30.65   17329    0.56    0.56
  53857  421094 20240902 111000   12.97      --   20.08   7.92 5.86      78   43.15    4307   31.07   17571    0.81    0.62
