# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 02-09-2024 08:52:47
#X: 65318 - Y: 412099
#00 DONARLOCATIE: GTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  65318  412099 20240902 85255    1.06      --   21.00   8.18 9.38     125   40.98    4012   28.70   16202    1.59    0.51
  65316  412098 20240902 85316    1.97      --   20.99   8.18 9.39     125   40.97    4013   28.71   16203    1.50    0.57
  65314  412096 20240902 85353    3.05      --   20.91   8.16 9.12     121   40.90    4012   28.70   16203    2.13    0.45
  65311  412095 20240902 85438    3.98      --   20.76   8.12 8.70     115   40.76    4011   28.69   16198    1.54    0.61
  65302  412105 20240902 85641    5.05      --   20.08   7.78 4.74      62   41.11    4103   29.43   16626    1.95    0.64
  65292  412098 20240902 85827    5.97      --   20.58   7.91 6.60      88   42.14    4163   29.91   16900    4.35    0.80
  65292  412100 20240902 85914    7.02      --   20.55   7.86 6.06      80   42.17    4168   29.95   16923    3.55    0.64
  65293  412103 20240902 85953    8.05      --   20.59   7.89 6.30      84   42.30    4177   30.02   16964    3.85    0.85
  65294  412108 20240902 90037    8.98      --   20.64   7.91 6.62      88   42.38    4182   30.06   16985    4.19    0.79
  65294  412113 20240902 90126    9.99      --   20.58   7.90 6.43      85   42.38    4186   30.09   17007    3.76    0.97
  65294  412115 20240902 90221   11.02      --   20.15   7.76 4.74      62   41.97    4184   30.08   16998    3.94    0.98
  65292  412118 20240902 90334   12.04      --   19.87   7.67 3.55      47   41.72    4184   30.08   16999    1.19    1.07
