# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 02-09-2024 10:38:17
#X: 56441 - Y: 420361
#00 DONARLOCATIE: GTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  56441  420361 20240902 103856    0.99      --   21.14   8.14 8.77     117   41.26    4028   28.83   16275    1.93    0.61
  56423  420386 20240902 103935    2.03      --   20.95   8.15 8.97     119   41.08    4027   28.82   16269    2.62    0.70
  56418  420394 20240902 104020    3.04      --   20.80   8.17 9.34     124   40.96    4028   28.83   16275    3.15    0.67
  56416  420397 20240902 104037    4.03      --   20.74   8.14 9.39     124   41.02    4038   28.91   16321    3.78    0.70
  56401  420418 20240902 104238    5.04      --   20.71   8.13 9.27     123   40.99    4038   28.91   16323    2.73    0.67
  56397  420426 20240902 104331    6.01      --   20.45   8.01 7.78     102   40.83    4045   28.96   16354    4.16    0.55
  56396  420429 20240902 104357    7.03      --   20.41   8.05 8.23     108   40.83    4048   28.99   16371    3.28    0.61
  56393  420434 20240902 104437    8.03      --   20.19   8.02 7.93     104   40.70    4054   29.03   16396    3.99    0.68
  56389  420442 20240902 104526    9.03      --   20.24   8.00 7.54      99   40.95    4074   29.20   16489    3.22    0.57
  56384  420450 20240902 104615   10.07      --   20.31   7.96 6.59      87   42.48    4220   30.37   17166    2.37    0.60
  56381  420454 20240902 104636   11.07      --   20.29   7.95 6.43      85   42.62    4236   30.50   17240    2.23    0.53
