# VTK  18 Delta
* 03-06-2025 13:52:09
#X: 48713 - Y: 418159
#00 DONARLOCATIE: GTS-03
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU PHYCOUG
  48713  418159 20250603 135219    1.01   19.36   16.89   8.21 9.43     116   38.93    4165   29.93   16928    1.14      1.64    9.41
  48713  418159 20250603 135229    1.02    1.66   16.87   8.21 9.43     116   38.91    4165   29.93   16928    1.02      1.64    9.41
  48713  418159 20250603 135250    2.02   41.79   16.90   8.21 9.42     116   38.94    4165   29.93   16929    1.62      1.56    9.40
  48713  418159 20250603 135307    3.01   35.00   16.90   8.21 9.42     116   38.95    4166   29.94   16932    1.58      1.58    9.40
  48713  418159 20250603 135350    4.04    0.00   16.88   8.21 9.42     116   38.93    4165   29.94   16931    1.44      1.62    9.40
  48713  418159 20250603 135501    4.95   39.14   16.56   8.18 8.96     110   38.71    4172   29.99   16961    1.66      1.66    8.94
  48713  418159 20250603 135604    5.98   27.85   15.98   8.11 8.20     100   38.33    4185   30.10   17028    1.74      1.62    8.19
  48713  418159 20250603 135630    7.04   37.43   16.26   8.12 8.29     101   38.88    4219   30.37   17181    1.48      2.00    8.27
  48713  418159 20250603 135707    8.03    0.00   16.51   8.13 8.36     103   39.45    4256   30.66   17351    0.86      2.90    8.35
  48713  418159 20250603 135724    8.98   35.51   16.43   8.12 8.31     102   39.46    4266   30.74   17398    1.27      2.82    8.30
  48713  418159 20250603 135757   10.00    8.29   16.24   8.09 7.92      97   39.36    4272   30.80   17430    1.06      2.55    7.91
  48713  418159 20250603 135831   10.99   27.80   15.87   8.05 7.47      91   38.96    4265   30.74   17399    0.66      2.04    7.46
  48713  418159 20250603 135858   12.05   32.49   15.61   8.04 7.20      87   38.76    4268   30.76   17412    0.93      2.04    7.18
  48713  418159 20250603 135928   13.04   30.40   15.68   8.03 7.00      85   38.86    4272   30.80   17432    0.54      1.96    6.99
  48713  418159 20250603 135955   14.02   30.14   15.45   8.01 6.78      82   38.62    4268   30.76   17414    0.39      1.92    6.77
  48713  418159 20250603 140027   14.94   29.33   15.01   7.99 6.46      77   38.14    4258   30.68   17368    0.29      1.93    6.45
  48713  418159 20250603 140114   15.99   17.27   14.36   7.95 5.77      68   37.46    4245   30.58   17311    0.22      1.92    5.76
  48713  418159 20250603 140202   17.01   25.11   12.97   7.89 4.79      55   36.12    4227   30.44   17237    0.64      1.89    4.79
  48713  418159 20250603 140249   17.95   25.10   12.06   7.84 4.09      46   35.24    4216   30.35   17189    0.26      1.76    4.09
  48713  418159 20250603 140333   18.99   15.62   11.32   7.79 3.11      34   34.53    4204   30.26   17135    0.32      1.89    3.11
  48713  418159 20250603 140417   19.96   22.84   10.17   7.71 2.23      24   33.49    4195   30.20   17103    0.24      2.12    2.22
  48713  418159 20250603 140443   21.04   23.12    9.83   7.68 1.91      20   33.16    4190   30.15   17078    0.10      2.21    1.91
  48713  418159 20250603 140508   22.02   22.13    9.60   7.67 1.69      18   32.95    4187   30.13   17066    0.13      2.01    1.69
  48713  418159 20250603 140536   22.99   21.49    9.27   7.65 1.38      15   32.62    4179   30.07   17030    0.17      2.14    1.38
  48713  418159 20250603 140554   23.95    3.44    9.14   7.64 1.30      14   32.52    4179   30.07   17034    0.12      2.07    1.29
  48713  418159 20250603 140611   24.98   19.54    9.03   7.63 1.16      12   32.41    4177   30.06   17025    0.14      2.17    1.16
  48713  418159 20250603 140630   26.03   18.36    8.95   7.62 1.05      11   32.32    4174   30.03   17011    0.07      2.21    1.05
  48713  418159 20250603 140647   27.02    9.22    8.77   7.61 0.93      10   32.16    4173   30.03   17008    0.15      2.20    0.93
  48713  418159 20250603 140715   28.02   16.46    8.59   7.59 0.69       7   32.00    4171   30.01   16998    0.11      2.37    0.69
  48713  418159 20250603 140737   29.05   16.28    8.47   7.58 0.55       6   31.90    4170   30.00   16994    0.08      2.45    0.55
  48713  418159 20250603 140754   30.00   15.59    8.34   7.58 0.42       4   31.79    4170   30.00   16995    0.09      2.48    0.42
