# VERTIKAAL 3 Roompot
* 14-11-2025 08:22:11
#X: 72995 - Y: 390928
#00 DONARLOCATIE: ZTS-32
#08 WAARNEMER(S): Bernaards
@ par1.dat
## LUCHTDK    hPa <1005>

~     X       Y    DATUM   TIJD SENSHTE       T     pH   GELBH  SALNTT     CL- CHLFRFU    TURBID  PHYCOUGL
  72999  390927 20251114 82312    0.89   10.93   8.21    1.27    0.88     390    0.49      1.17     -0.84
  72999  390927 20251114 82330    2.12   10.94   8.21    1.27    0.89     391    0.63      1.08     -0.83
  72999  390927 20251114 82332    2.91   10.94   8.21    1.27    0.88     391    0.55      1.04     -0.80
  72999  390927 20251114 82335    4.05   10.94   8.21    1.27    0.89     391    0.51      1.13     -0.81
  72999  390927 20251114 82338    5.13   10.94   8.22    1.27    0.89     391    0.55      1.17     -0.80
  72999  390927 20251114 82340    5.89   10.94   8.21    1.27    0.89     391    0.53      1.14     -0.96
  72999  390927 20251114 82346    7.05   10.95   8.22    1.27    0.89     391    0.45      1.29     -0.84
  72999  390927 20251114 82348    7.89   10.95   8.21    1.27    0.89     391    0.44      1.17     -0.84
  72999  390927 20251114 82351    8.95   10.95   8.21    1.27    0.89     391    0.42      1.15     -0.84
  72999  390927 20251114 82354   10.05   10.94   8.21    1.27    0.89     391    0.33      1.08     -0.84
  72999  390927 20251114 82357   11.06   10.94   8.21    1.27    0.89     391    0.30      1.11     -0.84
  72999  390927 20251114 82359   11.91   10.94   8.21    1.27    0.89     391    0.30      1.17     -0.76
  72999  390927 20251114 82401   12.89   10.94   8.21    1.27    0.89     392    0.24      1.14     -0.98
  72999  390927 20251114 82405   14.11   10.93   8.21    1.28    0.89     393    0.22      1.14     -0.88
  72999  390927 20251114 82407   14.98   10.93   8.20    1.28    0.89     393    0.28      1.41     -0.87
  72999  390927 20251114 82411   16.07   10.93   8.20    1.28    0.89     393    0.22      1.31     -0.79
  72999  390927 20251114 82416   17.13   10.93   8.20    1.28    0.89     393    0.24      1.34     -1.04
  72999  390927 20251114 82419   17.95   10.93   8.19    1.28    0.89     393    0.22      1.57     -0.88
