# VERTIKAAL 15 Roompot
* 13-11-2025 17:02:48
#X: 74454 - Y: 387844
#00 DONARLOCATIE: ZTS-36
#08 WAARNEMER(S): Bernaards
@ par15.dat
## LUCHTDK    hPa <1010>

~     X       Y    DATUM   TIJD SENSHTE       T     pH   O2     %O2   GELBH  SALNTT     CL- CHLFRFU    TURBID  PHYCOUGL
  74454  387844 20251113 170300    0.97   10.95   8.27 10.6      97    1.27    0.89     391    0.69      1.50     -0.86
  74454  387844 20251113 170342    1.99   10.95   8.26 10.5      97    1.27    0.89     391    0.65      1.58     -0.74
  74454  387844 20251113 170353    2.95   10.95   8.27 10.5      97    1.27    0.89     391    0.59      1.61     -0.86
  74454  387844 20251113 170406    3.97   10.95   8.26 10.6      97    1.27    0.89     391    0.60      1.60     -0.80
  74454  387844 20251113 170419    5.11   10.95   8.26 10.6      97    1.27    0.89     391    0.85      1.54     -0.78
  74454  387844 20251113 170433    6.07   10.95   8.26 10.5      97    1.27    0.89     391    0.68      1.52     -0.74
  74454  387844 20251113 170443    7.04   10.94   8.26 10.5      97    1.27    0.89     392    0.50      1.84     -0.83
  74454  387844 20251113 170459    8.07   10.94   8.26 10.5      97    1.27    0.89     392    0.66      1.56     -0.90
  74454  387844 20251113 170511    8.94   10.94   8.26 10.5      97    1.27    0.89     391    0.63      1.58     -0.79
  74454  387844 20251113 170525    9.99   10.94   8.26 10.5      97    1.27    0.89     391    0.63      1.64     -0.71
  74454  387844 20251113 170537   10.98   10.94   8.26 10.5      97    1.27    0.89     391    0.62      1.60     -0.96
  74454  387844 20251113 170548   12.02   10.94   8.26 10.5      96    1.27    0.89     392    0.55      1.77     -0.82
  74454  387844 20251113 170602   13.05   10.93   8.26 10.5      96    1.27    0.89     392    0.56      1.85     -0.78
  74454  387844 20251113 170617   14.04   10.93   8.26 10.5      96    1.27    0.89     392    0.61      1.60     -0.87
  74454  387844 20251113 170633   15.09   10.93   8.25 10.5      96    1.28    0.89     393    0.54      1.68     -0.81
  74454  387844 20251113 170649   16.11   10.92   8.25 10.5      96    1.29    0.90     398    0.46      2.14     -0.88
