# VERTIKAAL 4 Roompot
* 14-11-2025 08:31:14
#X: 71580 - Y: 392014
#00 DONARLOCATIE: ZTS-34
#08 WAARNEMER(S): Bernaards
@ par4.dat
## LUCHTDK    hPa <1005>

~     X       Y    DATUM   TIJD SENSHTE       T     pH   O2     %O2   GELBH  SALNTT     CL- CHLFRFU    TURBID  PHYCOUGL
  71580  392014 20251114 83124    1.04   10.94   8.22 10.5      97    1.27    0.89     392    0.65      0.96     -0.78
  71580  392014 20251114 83143    2.04   10.94   8.22 10.5      97    1.27    0.89     392    0.74      0.86     -0.78
  71580  392014 20251114 83200    3.09   10.94   8.22 10.5      97    1.27    0.89     392    0.70      1.03     -0.70
  71580  392014 20251114 83222    4.07   10.95   8.22 10.5      97    1.28    0.89     393    0.70      0.90     -0.75
  71580  392014 20251114 83236    5.03   10.95   8.22 10.5      97    1.28    0.89     393    0.59      0.99     -0.85
  71580  392014 20251114 83248    6.05   10.95   8.22 10.5      97    1.28    0.89     393    0.73      0.89     -0.75
  71580  392014 20251114 83304    7.19   10.95   8.22 10.5      97    1.28    0.89     393    0.64      1.00     -0.79
  71580  392014 20251114 83315    9.01   10.95   8.22 10.5      97    1.28    0.89     394    0.71      0.99     -0.73
  71580  392014 20251114 83322   10.02   10.95   8.22 10.5      97    1.28    0.89     394    0.55      0.87     -0.87
  71580  392014 20251114 83333   11.03   10.95   8.23 10.5      97    1.28    0.89     394    0.58      0.98     -0.72
  71580  392014 20251114 83347   12.05   10.95   8.23 10.5      97    1.28    0.89     394    0.57      0.87     -0.81
  71580  392014 20251114 83402   13.07   10.95   8.23 10.5      97    1.28    0.89     394    0.67      0.97     -0.76
  71580  392014 20251114 83413   13.99   10.94   8.23 10.5      97    1.28    0.89     394    0.67      0.95     -0.87
  71580  392014 20251114 83431   15.01   10.94   8.22 10.5      97    1.28    0.89     395    0.47      0.96     -0.75
  71580  392014 20251114 83440   16.10   10.95   8.22 10.5      97    1.29    0.90     398    0.37      1.01     -0.87
  71580  392014 20251114 83453   17.07   10.95   8.22 10.5      97    1.30    0.91     403    0.36      0.92     -0.90
  71580  392014 20251114 83514   17.99   10.95   8.20 10.4      96    1.38    0.96     436    0.24      0.95     -0.80
  71580  392014 20251114 83516   17.97   10.95   8.19 10.4      96    1.39    0.97     439    0.26      1.09     -0.85
