# VERTIKAAL 14 Roompot
* 13-11-2025 14:14:38
#X: 79362 - Y: 372405
#00 DONARLOCATIE: ZTS-46
#08 WAARNEMER(S): Bernaards
@ par12.dat
## LUCHTDK    hPa <1010>

~     X       Y    DATUM   TIJD SENSHTE       T     pH   GELBH  SALNTT     CL- CHLFRFU    TURBID  PHYCOUGL
  79362  372405 20251113 141500    0.99   13.41   7.95   14.61   11.17    6231    0.35      3.15     -0.89
  79362  372405 20251113 141512    1.91   13.41   7.95   14.61   11.17    6230    0.38      3.07     -0.89
  79362  372405 20251113 141516    2.90   13.40   7.95   14.61   11.17    6232    0.32      3.34     -0.97
  79362  372405 20251113 141521    3.96   13.40   7.95   14.60   11.16    6229    0.37      3.29     -0.91
  79362  372405 20251113 141525    4.97   13.40   7.95   14.61   11.17    6233    0.32      3.13     -0.99
  79362  372405 20251113 141529    5.98   13.39   7.95   14.62   11.18    6237    0.32      3.20     -0.89
  79362  372405 20251113 141533    6.92   13.39   7.95   14.63   11.19    6245    0.32      3.21     -0.92
  79362  372405 20251113 141538    7.95   13.38   7.95   14.64   11.20    6253    0.29      3.28     -0.98
  79362  372405 20251113 141542    8.92   13.37   7.95   14.66   11.22    6261    0.33      3.59     -0.96
  79362  372405 20251113 141546    9.89   13.37   7.95   14.71   11.26    6284    0.23      3.99     -0.85
  79362  372405 20251113 141551   11.08   13.37   7.95   14.75   11.29    6304    0.33      4.19     -0.80
  79362  372405 20251113 141553   11.91   13.37   7.95   14.81   11.35    6333    0.34      4.46     -0.95
  79362  372405 20251113 141557   12.98   13.35   7.95   14.96   11.48    6405    0.25      5.45     -0.98
  79362  372405 20251113 141600   13.96   13.34   7.95   15.09   11.59    6468    0.33      5.96     -0.93
  79362  372405 20251113 141604   15.09   13.29   7.94   15.61   12.03    6719    0.32      7.82     -1.00
