# VERTIKAAL 8 Roompot
* 14-11-2025 10:14:29
#X: 71770 - Y: 409149
#00 DONARLOCATIE: ZTS-16
#08 WAARNEMER(S): Bernaards
@ par8.dat
## LUCHTDK    hPa <1005>

~     X       Y    DATUM   TIJD SENSHTE       T     pH   O2     %O2   GELBH  SALNTT     CL- CHLFRFU    TURBID  PHYCOUGL
  71770  409149 20251114 101542    1.08   10.85   8.28 10.8      99    1.20    0.84     362    1.06      0.88     -0.67
  71770  409149 20251114 101558    2.05   10.85   8.28 10.8      99    1.20    0.84     362    1.02      0.87     -0.63
  71770  409149 20251114 101607    3.10   10.85   8.28 10.8      99    1.20    0.84     362    1.02      0.90     -0.62
  71770  409149 20251114 101620    4.04   10.85   8.28 10.7      99    1.20    0.84     362    0.76      0.78     -0.76
  71770  409149 20251114 101632    5.06   10.85   8.26 10.7      98    1.21    0.84     367    0.30      0.72     -0.90
  71770  409149 20251114 101652    6.05   10.86   8.23 10.5      96    1.26    0.88     389    0.17      0.68     -0.87
  71770  409149 20251114 101713    7.07   10.89   8.21 10.3      95    1.32    0.92     413    0.24      0.71     -0.95
  71770  409149 20251114 101726    8.01   10.90   8.21 10.3      95    1.37    0.96     432    0.26      0.65     -0.91
  71770  409149 20251114 101739    9.06   10.91   8.18 10.2      95    1.61    1.14     537    0.26      0.86     -0.96
  71770  409149 20251114 101754    9.99   10.91   8.17 10.3      95    1.85    1.32     640    0.23      0.90     -0.79
  71770  409149 20251114 101810   11.05   10.93   8.16 10.2      95    1.93    1.38     675    0.25      0.96     -0.84
  71770  409149 20251114 101830   12.02   10.92   8.16 10.2      95    1.98    1.41     695    0.31      1.02     -0.88
  71770  409149 20251114 101921   13.05   11.23   8.00 9.27      86    2.09    1.48     738    0.17      1.09     -0.80
  71770  409149 20251114 101956   13.98   11.27   7.96 8.93      83    2.12    1.50     748    0.19      1.23     -0.86
  71770  409149 20251114 102013   15.07   11.22   7.97 8.90      83    2.12    1.50     748    0.16      1.11     -0.84
  71770  409149 20251114 102029   16.08   11.20   7.97 8.89      82    2.14    1.52     744    0.17      1.16     -0.89
  71770  409149 20251114 102059   17.02   11.23   7.90 8.40      78    2.22    1.58     774    0.13      1.18     -0.76
  71770  409149 20251114 102134   18.04   11.31   7.81 7.58      71    2.25    1.60     786    0.18      1.18     -0.87
  71770  409149 20251114 102201   19.01   11.35   7.77 7.30      68    2.27    1.61     793    0.17      1.42     -0.86
  71770  409149 20251114 102258   19.96   11.44   7.62 5.63      53    2.30    1.63     806    0.14      1.58     -0.84
  71770  409149 20251114 102334   20.98   11.47   7.55 4.65      43    2.32    1.64     811    0.16      1.74     -0.93
