# VERTIKAAL 3 Roompot
* 13-11-2025 09:56:06
#X: 86069 - Y: 411514
#00 DONARLOCATIE: ZTS-01
#08 WAARNEMER(S): Bernaards
@ par3.dat
## LUCHTDK    hPa <1007>

~     X       Y    DATUM   TIJD SENSHTE       T     pH   O2     %O2   GELBH  SALNTT     CL- CHLFRFU    TURBID  PHYCOUGL
  86069  411514 20251113 95613    1.02   11.12   8.17 10.1      93    0.51    0.34     102    0.41      2.49     -0.73
  86069  411514 20251113 95626    2.06   11.11   8.16 10.1      93    0.51    0.34     101    0.34      2.39     -0.82
  86069  411514 20251113 95641    3.01   11.10   8.16 10.1      93    0.51    0.34     101    0.39      2.72     -0.78
  86069  411514 20251113 95652    4.01   11.09   8.16 10.1      93    0.51    0.34     101    0.39      2.79     -0.82
  86069  411514 20251113 95707    5.13   11.08   8.16 10.1      93    0.51    0.34     101    0.36      2.69     -0.79
  86069  411514 20251113 95722    6.10   11.06   8.16 10.1      93    0.51    0.34     102    0.37      2.73     -0.98
  86069  411514 20251113 95739    7.03   11.03   8.16 10.1      93    0.52    0.35     104    0.45      2.82     -0.74
  86069  411514 20251113 95752    8.09   10.96   8.16 10.1      92    0.53    0.35     108    0.46      3.16     -0.76
  86069  411514 20251113 95807    9.07   10.96   8.17 10.1      93    0.53    0.36     108    0.48      3.12     -0.82
  86069  411514 20251113 95822   10.04   10.93   8.17 10.1      92    0.54    0.36     111    0.52      4.01     -0.83
  86069  411514 20251113 95838   11.03   10.92   8.17 10.1      92    0.54    0.36     112    0.58      8.85     -0.97
