# VERTIKAAL 19 M.C.ECOS 8 VERTIKAAL
* 05-02-2025 13:17:07
#X: 47466 - Y: 418850
#00 DONARLOCATIE: GTS-01
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1038>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  47466  418850 20250205 131715    1.01   12.41    4.40   8.07 10.9      99   26.92    3919   28.03   15864    0.28    1.47
  47466  418850 20250205 131732    2.06    0.00    4.49   8.06 10.9     100   27.06    3930   28.12   15913    0.38    1.56
  47466  418850 20250205 131747    3.05   10.40    4.47   8.07 10.9      99   27.03    3927   28.10   15900    0.36    1.54
  47466  418850 20250205 131805    3.98   10.01    4.50   8.06 10.9      99   27.07    3929   28.11   15907    0.33    1.57
  47466  418850 20250205 131825    5.00    9.05    4.52   8.06 10.9      99   27.11    3935   28.15   15933    0.84    1.62
  47466  418850 20250205 131840    6.11    7.98    4.53   8.06 10.9      99   27.14    3937   28.17   15943    0.54    1.62
  47466  418850 20250205 131901    7.01    7.18    4.53   8.06 10.9     100   27.14    3937   28.18   15945    0.61    1.64
  47466  418850 20250205 131933    7.95    6.30    4.66   8.04 10.7      99   27.42    3964   28.38   16064    0.59    2.10
  47466  418850 20250205 132007    8.98    5.65    4.77   8.03 10.5      97   27.72    3994   28.62   16203    0.40    2.38
  47466  418850 20250205 132024   10.06    4.79    4.78   8.02 10.5      97   27.75    3999   28.66   16225    0.32    2.62
  47466  418850 20250205 132038   11.07    3.59    4.79   8.02 10.4      97   27.79    4003   28.70   16245    0.40    2.89
  47466  418850 20250205 132056   11.99    2.58    5.00   7.99 10.3      96   29.00    4153   29.88   16932    0.43   10.92
  47466  418850 20250205 132114   13.00    1.50    5.05   7.99 10.2      96   29.26    4185   30.13   17077    0.60   11.87
  47466  418850 20250205 132132   13.97    0.75    5.07   7.99 10.2      96   29.35    4196   30.22   17128    0.39   13.71
