# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 05-02-2025 10:04:58
#X: 61220 - Y: 413050
#00 DONARLOCATIE: GTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1036>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  61220  413050 20250205 100507    1.04    9.88    4.51   8.02 10.6      97   26.95    3911   27.97   15825    0.32    1.21
  61220  413050 20250205 100605    2.07    8.69    4.37   8.06 10.8      99   26.83    3909   27.95   15816    0.30    1.09
  61220  413050 20250205 100632    3.03    7.66    4.38   8.06 10.8      99   26.84    3909   27.95   15817    0.35    1.16
  61220  413050 20250205 100646    4.03    6.60    4.38   8.06 10.8      99   26.84    3909   27.96   15819    0.34    1.22
  61220  413050 20250205 100700    5.04    5.65    4.40   8.05 10.8      99   26.86    3910   27.96   15822    0.28    1.15
  61220  413050 20250205 100720    6.01    4.55    4.43   8.05 10.8      98   26.89    3911   27.97   15824    0.28    1.23
  61220  413050 20250205 100746    6.97    3.68    4.45   8.05 10.7      98   26.90    3911   27.97   15826    0.41    1.21
  61220  413050 20250205 100803    7.98    2.59    4.45   8.04 10.7      98   26.90    3911   27.97   15827    0.31    1.23
  61220  413050 20250205 100817    9.05    1.54    4.45   8.04 10.7      98   26.90    3911   27.97   15827    0.31    1.21
  61220  413050 20250205 100831   10.02    0.75    4.45   8.04 10.7      98   26.90    3912   27.97   15828    0.25    1.21
