# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 25-07-2024 11:49:57
#X: 72881 - Y: 400000
#00 DONARLOCATIE: ZTS-27
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par3.dat
## TLU        oC <-->
## LUCHTDK    hPa <1015>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  72881  400000 20240725 115005    1.08    8.65   21.58   8.47 9.99     114    1.29     125    0.69     288    1.23    0.00    0.31
  72881  400000 20240725 115029    2.00    6.74   21.56   8.47 9.96     113    1.29     125    0.69     288    1.19    0.00    0.26
  72881  400000 20240725 115043    3.06    5.63   21.56   8.47 9.95     113    1.29     125    0.69     288    1.23    0.00    0.16
  72881  400000 20240725 115101    3.99    5.06   21.53   8.45 9.92     113    1.29     125    0.69     288    1.16    0.00    0.00
  72881  400000 20240725 115128    4.98    5.19   21.52   8.43 9.85     112    1.29     125    0.70     289    1.15    0.00   -0.01
  72881  400000 20240725 115152    6.00    3.31   21.52   8.44 9.86     112    1.29     125    0.70     289    1.16    0.00    0.06
  72881  400000 20240725 115206    7.00    2.80   21.52   8.44 9.83     112    1.29     125    0.70     285    1.09    0.00    0.14
  72881  400000 20240725 115220    8.05    1.74   21.52   8.44 9.83     112    1.29     125    0.70     285    1.18    0.00   -0.01
  72881  400000 20240725 115236    8.99    1.00   21.52   8.44 9.85     112    1.29     125    0.70     285    1.13    0.00    0.01
