# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 19-08-2024 10:33:10
#X: 35444 - Y: 397440
#00 DONARLOCATIE: VTS-05
#01 MEETPUNT: 1
#08 WAARNEMER(S): J. Hofman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1018>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  35444  397440 20240819 103355    1.03    9999   22.44   7.84 7.04      95   40.95    3892   27.75   15645    3.82    1.09
  35444  397438 20240819 103413    2.03    9999   22.53   7.84 6.99      94   41.05    3895   27.77   15657    4.02    1.15
  35444  397437 20240819 103436    3.15    9999   22.54   7.83 6.92      94   41.08    3897   27.78   15663    4.12    1.37
  35447  397440 20240819 103512    3.98    9999   22.53   7.82 6.61      89   41.07    3896   27.78   15662    4.71    1.28
  35450  397443 20240819 103558    4.93    9999   22.53   7.77 5.98      81   41.12    3901   27.82   15685    3.83    1.19
  35452  397444 20240819 103625    5.98    9999   22.27   7.51 4.24      57   41.34    3943   28.15   15877    1.81    1.27
  35453  397445 20240819 103636    6.91    9999   21.82   7.36 2.63      35   41.14    3961   28.29   15960    0.64    1.91
  35454  397446 20240819 103648    7.89    9999   21.82   7.34 1.55      21   41.19    3965   28.32   15979    0.77    1.75
  35455  397446 20240819 103655    8.92    9999   22.01   7.35 1.36      18   41.66    3995   28.56   16117    0.45    1.70
  35456  397446 20240819 103707    9.90    9999   21.47   7.35 0.80      11   41.24    3999   28.60   16138    0.32    2.55
