# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 19-08-2024 10:04:59
#X: 33148 - Y: 400234
#00 DONARLOCATIE: VTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): J. Hofman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1018>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33148  400234 20240819 100554    0.87    9999   22.12   7.67 5.51      74   40.65    3889   27.72   15631    4.17    1.13
  33151  400242 20240819 100619    2.06    9999   22.11   7.66 5.43      73   40.64    3889   27.72   15632    3.93    1.06
  33150  400250 20240819 100707    3.00    9999   22.10   7.66 5.32      71   40.63    3889   27.72   15632    3.64    1.09
  33149  400257 20240819 100749    4.01    9999   22.08   7.64 5.10      68   40.62    3890   27.72   15634    3.37    1.10
  33149  400260 20240819 100812    5.12    9999   22.07   7.65 5.08      68   40.62    3890   27.73   15635    3.79    1.03
  33150  400262 20240819 100851    5.96    9999   22.07   7.65 5.06      68   40.61    3889   27.72   15631    3.48    1.07
  33155  400263 20240819 101021    6.97    9999   21.84   7.33 1.65      22   40.60    3907   27.86   15713    1.42    1.00
  33157  400263 20240819 101052    8.04    9999   21.64   7.29 0.70       9   40.60    3923   27.99   15789    0.76    1.00
  33158  400262 20240819 101059    8.90    9999   21.29   7.29 0.58       8   40.26    3918   27.96   15770    0.41    1.01
  33160  400261 20240819 101121    9.89    9999   20.47   7.32 0.28       4   39.48    3909   27.88   15731    0.33    0.55
  33161  400259 20240819 101134   10.87    9999   19.95   7.34 0.22       3   38.95    3899   27.80   15688    0.29    0.35
  33162  400257 20240819 101153   11.92    9999   19.80   7.37 0.19       2   38.84    3900   27.82   15697    0.25    0.34
