# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 19-08-2024 08:27:28
#X: 37441 - Y: 393844
#00 DONARLOCATIE: VTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): J. Hofman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1018>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  37441  393844 20240819 82750    0.88    9999   22.76   7.84 7.36     100   41.21    3892   27.74   15640    3.99    1.06
  37421  393866 20240819 82840    1.94    9999   22.81   7.83 6.98      95   41.37    3903   27.83   15692    3.78    0.99
  37409  393864 20240819 83001    3.00    9999   22.81   7.81 6.76      92   41.38    3904   27.84   15696    3.72    0.99
  37406  393862 20240819 83023    4.10    9999   22.75   7.80 6.76      92   41.35    3905   27.85   15702    3.44    1.01
  37388  393851 20240819 83243    5.06    9999   23.01   7.71 4.90      67   42.56    3999   28.59   16130    1.67    0.52
  37385  393849 20240819 83343    6.08    9999   22.85   7.65 4.09      56   42.78    4032   28.85   16279    1.70    0.49
  37381  393848 20240819 83604    7.11    9999   22.46   7.49 2.12      29   42.54    4041   28.93   16325    0.56    0.65
  37381  393849 20240819 83658    8.00    9999   22.43   7.52 2.28      31   42.57    4047   28.98   16353    0.47    0.70
  37381  393849 20240819 83746    8.94    9999   22.18   7.46 1.76      24   42.32    4044   28.96   16342    0.20    0.90
  37380  393849 20240819 83907   10.09    9999   21.61   7.38 0.93      12   41.76    4037   28.90   16313    0.21    1.51
  37380  393848 20240819 84002   10.96    9999   21.04   7.34 0.39       5   41.09    4020   28.76   16237    0.28    1.94
  37381  393847 20240819 84039   11.94    9999   20.25   7.39 0.20       3   40.34    4013   28.71   16208    0.17    1.59
  37381  393846 20240819 84104   13.06    9999   20.02   7.41 0.15       2   40.09    4007   28.66   16182    0.16    1.42
  37382  393845 20240819 84136   14.10    9999   19.90   7.42 0.14       2   39.96    4004   28.64   16169    0.21    1.50
  37382  393844 20240819 84202   15.13    9999   19.44   7.42 0.13       2   39.51    3999   28.60   16149    0.17    1.13
  37381  393844 20240819 84230   16.00    9999   19.23   7.42 0.12       2   39.26    3992   28.55   16118    0.16    1.09
