# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 19-08-2024 09:46:59
#X: 33249 - Y: 400537
#00 DONARLOCATIE: VTS-01
#01 MEETPUNT: 1
#08 WAARNEMER(S): J. Hofman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1018>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33249  400537 20240819 94810    1.08     --    22.10   7.68 5.62      75   40.49    3875   27.61   15568    4.36    1.19
  33218  400543 20240819 94827    2.11     --    22.10   7.68 5.62      75   40.42    3868   27.56   15537    4.23    1.14
  33216  400546 20240819 94845    3.09     --    22.10   7.68 5.61      75   40.44    3870   27.57   15545    4.41    1.12
  33214  400550 20240819 94901    4.06     --    22.08   7.67 5.58      75   40.58    3885   27.69   15615    3.55    1.02
  33210  400554 20240819 94922    5.03     --    22.08   7.66 5.35      72   40.61    3888   27.72   15629    3.31    0.98
  33200  400558 20240819 94959    5.94     --    22.01   7.63 5.09      68   40.56    3889   27.72   15632    4.01    1.02
  33196  400559 20240819 95123    7.08     --    21.81   7.37 1.07      14   40.55    3904   27.84   15703    1.94    0.92
  33195  400560 20240819 95150    7.81     --    21.71   7.44 1.36      18   40.47    3904   27.84   15703    1.59    0.96
  33196  400562 20240819 95248    9.15     --    21.00   7.30 0.29       4   39.96    3913   27.91   15748    0.36    0.72
  33198  400563 20240819 95313   10.04     --    20.68   7.31 0.21       3   39.70    3914   27.92   15752    0.36    0.72
  33199  400563 20240819 95331   11.08     --    20.34   7.32 0.18       2   39.34    3905   27.85   15715    0.27    0.53
  33199  400564 20240819 95352   12.07     --    19.88   7.35 0.16       2   38.88    3897   27.79   15683    0.25    0.41
  33200  400565 20240819 95410   12.97     --    19.74   7.36 0.15       2   38.78    3899   27.81   15692    0.25    0.39
  33202  400567 20240819 95431   14.13     --    19.71   7.37 0.15       2   38.77    3900   27.82   15697    0.26    0.30
  33203  400568 20240819 95450   14.90     --    19.82   7.38 0.14       2   38.94    3908   27.88   15732    0.23    0.26
  33205  400568 20240819 95511   16.01     --    19.87   7.38 0.14       2   39.01    3912   27.91   15751    0.30    0.24
