# VERTIKAAL 18 M.C.ECOS 8 VERTIKAAL
* 19-08-2024 13:09:56
#X: 49206 - Y: 395852
#00 DONARLOCATIE: VTS-17
#01 MEETPUNT: 1
#08 WAARNEMER(S): J. Hofman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1018>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  49206  395852 20240819 131004    1.00   9999   22.30   8.03 7.75     105   42.43    4045   28.96   16344    2.52    0.82
  49214  395851 20240819 131030    2.00   9999   22.29   8.03 7.84     106   42.47    4049   28.99   16364    3.26    0.81
  49219  395858 20240819 131113    2.95   9999   22.39   8.00 7.10      96   43.00    4092   29.33   16558    3.00    0.92
  49216  395861 20240819 131152    3.99   9999   22.59   7.98 7.06      97   43.72    4143   29.74   16796    1.88    0.79
  49215  395862 20240819 131158    4.95   9999   22.69   7.97 7.05      97   44.03    4163   29.90   16887    1.25    0.87
  49214  395862 20240819 131206    5.98   9999   22.61   7.98 6.99      96   44.19    4185   30.08   16991    0.74    1.03
  49214  395862 20240819 131211    6.96   9999   22.47   7.99 7.02      96   44.13    4192   30.13   17022    0.66    0.99
  49213  395863 20240819 131217    7.90   9999   22.37   7.98 6.99      95   44.14    4202   30.21   17067    0.61    1.03
  49212  395863 20240819 131226    8.92   9999   22.28   7.97 6.83      93   44.30    4224   30.40   17173    0.57    1.30
  49210  395864 20240819 131238    9.95   9999   22.25   7.97 6.72      92   44.39    4236   30.49   17226    0.52    1.50
