# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 19-08-2024 09:13:05
#X: 33968 - Y: 398811
#00 DONARLOCATIE: VTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): J. Hofman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1018>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33968  398811 20240819 91445    1.13    9999   22.26   7.66 5.25      71   40.79    3891   27.74   15641    3.93    0.98
  33935  398840 20240819 91508    2.03    9999   22.27   7.66 5.17      69   40.82    3894   27.76   15653    4.07    1.04
  33933  398845 20240819 91539    3.12    9999   22.27   7.67 5.22      70   40.85    3897   27.78   15665    3.71    1.06
  33932  398849 20240819 91607    3.93    9999   22.26   7.65 5.13      69   40.83    3894   27.76   15654    3.87    1.06
  33922  398878 20240819 91911    5.14    9999   22.20   7.41 2.32      31   40.87    3904   27.84   15700    2.59    1.11
  33914  398888 20240819 92017    6.15    9999   21.91   7.32 1.09      15   40.78    3918   27.95   15766    1.41    1.00
  33903  398893 20240819 92112    7.06    9999   21.20   7.30 0.33       4   40.26    3926   28.01   15803    0.53    1.21
  33901  398893 20240819 92150    7.97    9999   20.84   7.31 0.20       3   39.92    3922   27.98   15788    0.41    0.99
  33902  398892 20240819 92209    9.20    9999   20.64   7.32 0.18       2   39.74    3921   27.98   15787    0.27    0.75
  33903  398891 20240819 92239   10.04    9999   20.38   7.34 0.16       2   39.50    3918   27.95   15773    0.29    0.61
  33906  398890 20240819 92302   11.04    9999   20.38   7.35 0.15       2   39.49    3918   27.96   15775    0.25    0.68
  33908  398889 20240819 92331   11.89    9999   20.39   7.35 0.13       2   39.53    3920   27.97   15783    0.35    0.63
  33911  398890 20240819 92406   13.10    9999   20.34   7.36 0.13       2   39.52    3924   28.00   15800    0.24    0.61
  33913  398892 20240819 92431   14.01    9999   20.25   7.37 0.12       2   39.45    3924   28.01   15803    0.23    0.44
  33914  398895 20240819 92457   15.17    9999   20.17   7.39 0.12       2   39.42    3929   28.04   15824    0.23    0.51
  33916  398899 20240819 92529   16.15    9999   20.15   7.40 0.11       1   39.42    3930   28.05   15828    0.22    0.31
  33918  398902 20240819 92554   17.11    9999   20.16   7.40 0.11       1   39.44    3931   28.06   15834    0.21    0.41
  33920  398905 20240819 92618   17.98    9999   20.16   7.40 0.11       1   39.44    3931   28.06   15835    0.24    0.34
