# VERTIKAAL 17 M.C.ECOS 8 VERTIKAAL
* 19-08-2024 12:56:07
#X: 48047 - Y: 396606
#00 DONARLOCATIE: VTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): J. Hofman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1018>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48047  396606 20240819 125636    1.03    9999   22.58   8.00 7.99     108   42.01    3981   28.45   16050    2.94    0.65
  48048  396605 20240819 125653    1.97    9999   22.60   8.00 8.02     109   42.06    3985   28.48   16066    2.97    0.64
  48050  396605 20240819 125711    2.96    9999   22.61   8.01 8.03     109   42.08    3986   28.49   16073    3.20    0.72
  48052  396605 20240819 125728    4.04    9999   22.58   8.01 8.06     109   42.09    3989   28.52   16087    3.36    0.73
  48056  396606 20240819 125759    5.01    9999   22.69   7.92 6.52      89   44.16    4176   30.01   16946    0.63    0.80
  48056  396606 20240819 125805    5.89    9999   22.68   7.92 6.45      88   44.18    4179   30.03   16963    0.58    0.90
  48058  396607 20240819 125813    6.91    9999   22.55   7.95 6.44      88   44.24    4196   30.17   17039    0.70    1.14
  48059  396607 20240819 125821    7.88    9999   22.51   7.95 6.48      89   44.29    4203   30.23   17075    0.70    1.10
  48059  396608 20240819 125828    8.97    9999   22.48   7.96 6.53      89   44.31    4208   30.27   17097    0.73    1.11
  48059  396608 20240819 125836    9.89    9999   22.40   7.98 6.68      91   44.29    4213   30.31   17122    0.71    1.29
  48060  396609 20240819 125848   10.90    9999   22.34   7.98 6.78      93   44.32    4221   30.37   17157    0.59    1.42
  48060  396610 20240819 125855   11.89    9999   22.30   7.97 6.79      93   44.35    4228   30.42   17190    0.59    1.33
  48061  396611 20240819 125907   12.92    9999   22.28   7.97 6.74      92   44.37    4231   30.45   17203    0.74    1.67
