# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 26-08-2024 12:51:23
#X: 48764 - Y: 418156
#00 DONARLOCATIE: GTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): Edward Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48764  418156 20240826 125131    1.00    9999   19.78   7.99 8.30     107   40.67    4086   29.30   16549    4.31    0.65
  48765  418154 20240826 125207    2.06    9999   19.78   7.99 8.30     107   40.68    4087   29.30   16551    4.41    0.82
  48762  418155 20240826 125245    3.00    9999   19.78   7.96 7.86     101   40.75    4094   29.36   16586    5.02    0.65
  48758  418156 20240826 125318    3.99    9999   19.77   7.95 7.84     101   40.77    4097   29.38   16597    3.97    0.84
  48764  418155 20240826 125438    4.99    9999   19.80   7.89 6.94      90   40.98    4116   29.53   16684    2.71    0.70
  48757  418159 20240826 125608    6.02    9999   19.81   7.87 6.53      85   41.06    4123   29.59   16720    2.31    0.78
  48762  418157 20240826 125643    7.03    9999   19.89   7.85 6.26      81   41.24    4133   29.67   16765    2.06    0.70
  48763  418155 20240826 125730    7.99    9999   19.89   7.87 5.70      74   42.31    4241   30.53   17263    1.09    1.25
  48759  418161 20240826 125906    8.98    9999   19.69   7.93 6.54      85   42.40    4267   30.75   17388    1.22    2.39
  48753  418170 20240826 125951   10.03    9999   19.82   7.90 6.04      79   42.77    4294   30.96   17511    1.16    1.86
  48755  418172 20240826 130041   11.00    9999   19.65   7.92 6.32      82   42.67    4299   31.00   17535    1.16    3.12
  48757  418171 20240826 130137   12.01    9999   19.84   7.88 5.54      72   42.96    4311   31.09   17588    0.88    1.58
  48757  418170 20240826 130251   12.99    9999   19.60   7.92 6.09      79   42.79    4315   31.13   17611    1.54    2.70
  48761  418167 20240826 130327   14.02    9999   19.36   7.89 5.44      70   42.76    4334   31.28   17701    1.16    3.19
  48759  418165 20240826 130431   15.01    9999   18.69   7.79 3.58      46   42.05    4324   31.21   17658    1.01    1.79
  48761  418164 20240826 130531   16.00    9999   18.42   7.78 3.28      42   41.76    4321   31.18   17644    0.73    1.94
  48758  418163 20240826 130714   16.98    9999   16.10   7.66 0.31       4   39.18    4266   30.74   17400    0.28    8.76
  48756  418164 20240826 130738   18.02    9999   15.44   7.66 0.24       3   38.55    4261   30.71   17383    0.24    9.64
  48760  418164 20240826 130838   19.02    9999   14.86   7.65 0.18       2   37.94    4250   30.62   17334    0.22    9.25
  48761  418164 20240826 130857   20.00    9999   14.51   7.63 0.17       2   37.56    4240   30.54   17289    0.22    7.87
  48759  418165 20240826 130932   21.03    9999   13.97   7.61 0.15       2   36.99    4229   30.45   17240    0.19    6.69
  48756  418166 20240826 130956   22.00    9999   13.88   7.61 0.14       2   36.91    4229   30.45   17241    0.17    6.53
  48754  418168 20240826 131023   23.04    9999   13.72   7.60 0.13       2   36.72    4223   30.41   17214    0.21    6.14
  48758  418168 20240826 131048   23.97    9999   13.56   7.59 0.13       1   36.53    4218   30.37   17191    0.20    6.03
  48760  418167 20240826 131107   25.06    9999   13.44   7.59 0.12       1   36.41    4215   30.34   17178    0.24    5.68
  48759  418168 20240826 131138   26.01    9999   13.10   7.57 0.11       1   36.06    4209   30.29   17150    0.23    4.87
  48756  418170 20240826 131205   27.04    9999   12.97   7.56 0.11       1   35.93    4206   30.27   17137    0.17    4.48
  48752  418172 20240826 131232   28.02    9999   12.90   7.56 0.10       1   35.85    4204   30.25   17129    0.20    4.37
  48749  418173 20240826 131257   29.00    9999   12.89   7.56 0.10       1   35.85    4204   30.26   17130    0.22    4.23
  48748  418173 20240826 131317   30.01    9999   12.84   7.55 0.10       1   35.80    4204   30.25   17128    0.17    4.11
  48750  418174 20240826 131339   31.06    9999   12.68   7.55 0.10       1   35.62    4199   30.22   17108    0.17    3.85
  48752  418174 20240826 131401   32.07    9999   12.57   7.54 0.09       1   35.51    4197   30.20   17097    0.20    3.60
  48753  418174 20240826 131425   33.04    9999   12.44   7.54 0.08       1   35.39    4195   30.19   17092    0.15    3.30
  48753  418175 20240826 131443   34.01    9999   12.34   7.53 0.08       1   35.28    4192   30.16   17078    0.23    3.13
  48753  418175 20240826 131502   34.99    9999   12.12   7.52 0.08       1   35.09    4191   30.16   17074    0.16    2.66
  48755  418173 20240826 131524   36.03    9999   11.95   7.51 0.08       1   34.90    4186   30.12   17051    0.16    2.21
  48756  418171 20240826 131551   37.07    9999   11.86   7.50 0.08       1   34.80    4183   30.09   17036    0.16    2.07
  48758  418168 20240826 131612   37.97    9999   11.80   7.50 0.07       1   34.76    4184   30.10   17042    0.19    1.81
  48760  418165 20240826 131635   39.04    9999   11.78   7.50 0.07       1   34.72    4181   30.08   17029    0.14    1.98
  48760  418163 20240826 131657   40.01    9999   11.73   7.49 0.07       1   34.66    4180   30.07   17023    0.18    1.73
  48760  418162 20240826 131725   40.96    9999   11.64   7.49 0.07       1   34.60    4181   30.08   17029    0.18    1.58
  48759  418161 20240826 131742   42.06    9999   11.60   7.49 0.07       1   34.54    4178   30.05   17014    0.17    1.41
