# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 26-08-2024 11:42:38
#X: 53042 - Y: 420382
#00 DONARLOCATIE: GTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): Edward Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53042  420382 20240826 114305    1.01    9999   19.38   7.87 7.24      92   39.62    4015   28.73   16225    0.48    0.56
  53038  420375 20240826 114334    1.98    9999   19.36   7.87 7.18      92   39.61    4015   28.73   16224    0.80    0.52
  53034  420370 20240826 114412    3.02    9999   19.35   7.87 7.14      91   39.61    4016   28.73   16227    0.62    0.54
  53031  420367 20240826 114436    4.01    9999   19.35   7.87 7.13      91   39.60    4016   28.73   16226    0.80    0.48
  53030  420365 20240826 114458    5.01    9999   19.36   7.87 7.14      91   39.62    4016   28.74   16227    0.77    0.56
  53030  420363 20240826 114516    6.06    9999   19.37   7.87 7.15      91   39.62    4015   28.73   16226    1.04    0.36
  53030  420358 20240826 114607    6.96    9999   19.35   7.87 7.12      91   39.61    4016   28.74   16228    0.76    0.54
  53029  420358 20240826 114637    8.04    9999   19.34   7.87 7.06      90   39.61    4017   28.74   16232    0.66    0.36
  53028  420359 20240826 114700    8.98    9999   19.34   7.87 7.05      90   39.60    4017   28.74   16231    0.82    0.56
  53017  420367 20240826 114814    9.97    9999   19.37   7.86 6.88      88   39.67    4021   28.77   16249    0.55    0.67
