# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 26-08-2024 08:21:01
#X: 67290 - Y: 411467
#00 DONARLOCATIE: GTS-18
#01 MEETPUNT: 1
#08 WAARNEMER(S): Edward Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1021>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  67290  411467 20240826 82115    1.00    9999   19.52   7.95 7.61      97   39.29    3970   28.37   16016    0.81    0.49
  67282  411474 20240826 82136    2.00    9999   19.52   7.95 7.57      97   39.30    3970   28.37   16017    0.62    0.51
  67273  411470 20240826 82234    3.00    9999   19.52   7.95 7.55      97   39.30    3970   28.37   16017    0.65    0.45
  67270  411465 20240826 82311    4.00    9999   19.53   7.95 7.54      96   39.31    3970   28.37   16019    0.72    0.38
  67268  411460 20240826 82346    5.00    9999   19.53   7.96 7.53      96   39.31    3971   28.38   16020    0.73    0.43
  67266  411425 20240826 82439    5.98    9999   19.53   7.96 7.47      96   39.31    3971   28.38   16019    0.61    0.42
  67266  411410 20240826 82505    7.00    9999   19.52   7.96 7.46      95   39.30    3971   28.38   16020    0.67    0.48
  67265  411398 20240826 82537    8.05    9999   19.52   7.96 7.45      95   39.31    3971   28.38   16021    0.74    0.54
  67259  411373 20240826 82625    9.03    9999   19.52   7.96 7.45      95   39.31    3971   28.38   16023    0.60    0.43
  67230  411391 20240826 82706    9.88    9999   19.52   7.96 7.48      96   39.32    3972   28.39   16026    0.64    0.46
  67231  411399 20240826 82743   10.99    9999   19.51   7.96 7.49      96   39.31    3972   28.39   16027    0.63    0.54
