# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 26-08-2024 11:06:39
#X: 56395 - Y: 420377
#00 DONARLOCATIE: GTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): Edward Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1021>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  56395  420377 20240826 110725    1.04    9999   19.27   7.86 7.22      92   39.49    4010   28.69   16203    0.48    0.29
  56391  420384 20240826 110743    2.02    9999   19.28   7.86 7.22      92   39.51    4011   28.70   16207    0.53    0.32
  56390  420387 20240826 110804    3.06    9999   19.30   7.86 7.21      92   39.53    4012   28.71   16211    0.45    0.25
  56392  420395 20240826 110827    4.02    9999   19.30   7.86 7.19      92   39.53    4012   28.71   16210    0.44    0.40
  56395  420404 20240826 110848    5.01    9999   19.30   7.86 7.19      92   39.53    4012   28.71   16213    0.56    0.32
  56396  420413 20240826 110916    6.02    9999   19.25   7.85 7.15      91   39.48    4011   28.70   16208    0.44    0.34
  56393  420422 20240826 110940    7.02    9999   19.24   7.85 7.14      91   39.45    4010   28.69   16202    0.53    0.33
  56388  420433 20240826 111017    7.95    9999   19.20   7.84 7.02      89   39.44    4012   28.71   16212    0.35    0.31
  56373  420491 20240826 111035    9.05    9999   19.21   7.84 7.03      90   39.46    4013   28.71   16215    0.32    0.33
  56364  420496 20240826 111120   10.01    9999   18.94   7.82 6.81      86   39.14    4003   28.64   16172    0.20    0.39
  56364  420500 20240826 111143   11.06    9999   18.95   7.82 6.79      86   39.16    4004   28.65   16177    0.20    0.36
  56364  420505 20240826 111204   12.05    9999   18.97   7.82 6.79      86   39.17    4005   28.65   16180    0.21    0.34
  56363  420514 20240826 111237   13.03    9999   19.19   7.83 6.81      87   39.46    4015   28.73   16226    0.31    0.41
