# VERTIKAAL 12 M.C.ECOS 8 VERTIKAAL
* 26-08-2024 13:32:41
#X: 48024 - Y: 418426
#00 DONARLOCATIE: GTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): Edward Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48024  418426 20240826 133249    1.02    9999   19.90   7.99 8.08     105   41.04    4113   29.51   16671    3.02    0.71
  48020  418422 20240826 133313    2.03    9999   19.89   7.98 8.04     104   41.03    4113   29.51   16673    4.63    0.78
  48017  418417 20240826 133333    3.02    9999   19.88   7.98 8.04     104   41.03    4113   29.51   16674    3.65    0.67
  48015  418412 20240826 133401    4.04    9999   19.88   7.98 8.00     104   41.03    4114   29.52   16676    3.67    0.92
  48013  418406 20240826 133428    4.99    9999   19.86   7.97 7.90     102   41.01    4113   29.51   16674    4.48    0.65
  48021  418393 20240826 133622    6.03    9999   19.79   7.91 6.77      88   41.04    4123   29.59   16718    2.43    0.77
  48034  418397 20240826 133741    7.00    9999   19.69   7.86 5.87      76   41.39    4166   29.93   16918    1.21    0.63
  48037  418408 20240826 133849    8.00    9999   19.76   7.89 6.36      83   42.01    4222   30.38   17175    0.94    1.38
  48040  418417 20240826 133925    9.01    9999   19.74   7.91 6.17      80   42.61    4285   30.89   17470    0.99    2.04
  48052  418436 20240826 134029   10.02    9999   19.83   7.89 5.62      73   42.90    4306   31.05   17565    1.34    2.20
  48066  418456 20240826 134122   11.05    9999   19.72   7.92 5.34      70   42.90    4316   31.14   17613    0.99    1.96
  48068  418473 20240826 134209   12.00    9999   19.59   7.86 4.79      62   42.96    4333   31.28   17696    0.75    1.31
  48081  418482 20240826 134318   13.00    9999   19.53   7.90 5.39      70   42.94    4338   31.31   17716    0.79    1.80
