# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 26-08-2024 11:25:49
#X: 53750 - Y: 421073
#00 DONARLOCATIE: GTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): Edward Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53750  421073 20240826 112623    1.00    9999   19.44   7.87 7.31      93   39.66    4014   28.72   16218    0.57    0.37
  53746  421076 20240826 112639    2.02    9999   19.44   7.87 7.29      93   39.66    4014   28.72   16218    0.64    0.45
  53744  421077 20240826 112701    3.02    9999   19.43   7.87 7.25      93   39.66    4014   28.72   16218    0.63    0.37
  53743  421078 20240826 112717    4.12    9999   19.44   7.87 7.24      93   39.66    4014   28.72   16219    0.90    0.39
  53740  421081 20240826 112739    5.03    9999   19.42   7.86 7.23      92   39.65    4014   28.73   16221    0.64    0.44
  53736  421085 20240826 112759    6.04    9999   19.43   7.87 7.23      92   39.66    4015   28.73   16222    0.54    0.41
  53737  421087 20240826 112825    7.01    9999   19.44   7.87 7.22      92   39.66    4014   28.72   16219    0.82    0.43
  53722  421087 20240826 112858    8.03    9999   19.41   7.86 7.20      92   39.65    4015   28.73   16224    0.67    0.38
  53712  421092 20240826 112916    9.05    9999   19.41   7.86 7.17      92   39.65    4015   28.73   16225    0.63    0.40
  53711  421094 20240826 112944   10.01    9999   19.40   7.86 7.15      91   39.65    4016   28.74   16228    0.55    0.29
  53709  421095 20240826 113002   11.02    9999   19.40   7.86 7.12      91   39.65    4016   28.74   16228    0.71    0.22
  53707  421099 20240826 113031   12.01    9999   19.39   7.85 7.07      90   39.67    4018   28.76   16239    0.54    0.30
  53703  421105 20240826 113112   12.99    9999   19.59   7.78 5.70      73   40.31    4066   29.14   16458    0.41    0.43
  53703  421120 20240826 113229   14.00    9999   19.90   7.68 3.80      49   41.18    4127   29.62   16737    0.40    0.90
  53706  421130 20240826 113345   14.99    9999   20.17   7.64 2.68      35   41.82    4167   29.94   16919    0.22    0.97
  53707  421133 20240826 113426   15.93    9999   20.25   7.64 2.48      33   42.26    4204   30.23   17088    0.31    0.83
  53733  421136 20240826 113524   17.02    9999   20.16   7.62 1.99      26   42.35    4221   30.37   17170    0.27    1.05
