# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 26-08-2024 10:42:09
#X: 58085 - Y: 417019
#00 DONARLOCATIE: GTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): Edward Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1021>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  58085  417019 20240826 104227    1.00    9999   19.61   7.92 7.75      99   39.71    4004   28.64   16171    1.71    0.54
  58063  417060 20240826 104258    2.00    9999   19.59   7.92 7.70      99   39.71    4005   28.65   16176    1.96    0.57
  58062  417064 20240826 104336    3.00    9999   19.58   7.91 7.59      97   39.70    4005   28.65   16178    1.67    0.48
  58061  417068 20240826 104356    3.99    9999   19.58   7.91 7.59      97   39.71    4006   28.66   16183    1.38    0.47
  58058  417072 20240826 104420    5.01    9999   19.58   7.91 7.55      97   39.71    4006   28.66   16183    1.30    0.50
  58058  417076 20240826 104438    5.93    9999   19.58   7.91 7.56      97   39.71    4006   28.66   16183    1.30    0.46
  58059  417085 20240826 104505    7.01    9999   19.57   7.91 7.54      97   39.69    4006   28.66   16182    1.30    0.44
  58053  417104 20240826 104539    8.01    9999   19.55   7.90 7.48      96   39.67    4005   28.65   16179    1.15    0.52
  58022  417167 20240826 104711    9.02    9999   19.50   7.89 7.31      94   39.62    4004   28.64   16173    0.98    0.50
  58022  417171 20240826 104731   10.00    9999   19.49   7.89 7.23      93   39.61    4005   28.65   16175    0.96    0.52
  58022  417176 20240826 104753   11.02    9999   19.49   7.89 7.18      92   39.61    4004   28.64   16174    0.81    0.59
  58020  417181 20240826 104816   12.00    9999   19.38   7.88 7.13      91   39.55    4007   28.67   16187    0.68    0.52
  58018  417189 20240826 104849   13.01    9999   19.35   7.87 7.09      91   39.52    4007   28.67   16189    0.56    0.44
  58017  417196 20240826 104922   14.02    9999   19.31   7.87 7.07      90   39.50    4009   28.68   16196    0.50    0.50
  58015  417205 20240826 104954   15.02    9999   19.30   7.86 7.06      90   39.50    4009   28.68   16198    0.41    0.46
  58013  417212 20240826 105015   15.99    9999   19.31   7.86 7.05      90   39.51    4009   28.69   16199    0.37    0.51
  58010  417221 20240826 105044   17.02    9999   19.29   7.86 7.04      90   39.50    4010   28.69   16200    0.44    0.53
  58008  417227 20240826 105106   18.04    9999   19.29   7.86 7.04      90   39.50    4010   28.69   16201    0.40    0.39
