# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 26-08-2024 12:06:44
#X: 49807 - Y: 418243
#00 DONARLOCATIE: GTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): Edward Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1022>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  49807  418243 20240826 120652    1.02    9999   19.73   7.99 8.38     108   40.41    4064   29.12   16449    2.99    0.76
  49804  418247 20240826 120723    2.00    9999   19.71   7.98 8.35     108   40.38    4063   29.11   16442    3.05    0.89
  49800  418255 20240826 120747    3.03    9999   19.69   7.98 8.33     107   40.35    4062   29.10   16438    3.44    0.69
  49791  418271 20240826 120856    4.00    9999   19.64   7.96 8.04     103   40.32    4063   29.11   16444    2.96    0.73
  49788  418275 20240826 120916    5.03    9999   19.68   7.98 8.14     105   40.37    4064   29.12   16448    3.10    0.70
  49786  418291 20240826 120954    6.10    9999   19.69   7.97 7.88     101   40.39    4066   29.14   16457    3.52    0.75
  49777  418314 20240826 121103    7.00    9999   19.85   7.89 6.25      81   41.11    4123   29.59   16720    2.31    0.74
  49774  418325 20240826 121136    8.00    9999   20.18   7.80 5.23      68   42.44    4228   30.43   17204    0.96    0.92
  49767  418346 20240826 121226    8.99    9999   20.13   7.82 4.87      64   42.94    4283   30.87   17456    0.80    1.03
  49763  418356 20240826 121254   10.03    9999   20.09   7.83 4.84      63   43.04    4296   30.97   17518    0.63    1.02
  49757  418372 20240826 121344   11.00    9999   19.84   7.84 4.83      63   43.03    4318   31.15   17621    0.66    1.20
  49753  418377 20240826 121419   11.99    9999   19.82   7.84 4.68      61   43.02    4318   31.16   17624    0.61    1.23
  49749  418378 20240826 121453   12.99    9999   19.80   7.85 4.75      62   43.06    4325   31.21   17657    0.60    1.35
  49730  418350 20240826 121551   13.99    9999   19.73   7.84 4.33      57   43.02    4327   31.22   17663    0.77    1.18
  49709  418318 20240826 121746   15.00    9999   18.96   7.74 2.67      34   42.21    4316   31.14   17618    0.48    0.74
  49703  418317 20240826 121905   15.99    9999   17.75   7.65 0.80      10   40.86    4289   30.93   17501    0.28    1.35
