#	VERTIKAAL	5	Roompot													
*	18-9-2025	08:03:53														
#X:	66429	-	Y:	411624												
#00	DONARLOCATIE:	GTS-17														
#08	WAARNEMER(S):	bernaards														
@	par3.dat															
##	LUCHTDK	hPa	<1019>													
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	66429	411624	20250918	80403	0.98	8.43	16.37	7.76	7.4	91	39.72	4298	31	17553	0.21	1.38
	66429	411624	20250918	80422	2.06	7.31	16.37	7.76	7.38	90	39.72	4299	31.01	17553	0.12	1.47
	66429	411624	20250918	80438	3.02	6.3	16.35	7.76	7.38	90	39.7	4299	31.01	17552	0.22	1.43
	66429	411624	20250918	80454	3.95	5.44	16.35	7.76	7.38	90	39.7	4299	31.01	17552	0.16	1.5
	66429	411624	20250918	80509	5	4.48	16.34	7.76	7.39	91	39.7	4300	31.01	17557	0.2	1.57
	66429	411624	20250918	80531	6.02	3.55	16.32	7.77	7.39	91	39.69	4300	31.02	17561	0.15	1.63
	66429	411624	20250918	80547	7.13	2.55	16.32	7.77	7.41	91	39.68	4300	31.02	17556	0.17	1.52
	66429	411624	20250918	80601	8.02	1.57	16.31	7.77	7.41	91	39.68	4301	31.02	17560	0.13	1.53
	66429	411624	20250918	80614	9.05	0.75	16.3	7.77	7.42	91	39.67	4300	31.02	17560	0.26	1.58
