#	VERTIKAAL	6	Roompot													
*	18-9-2025	08:33:40														
#X:	62464	-	Y:	412212												
#00	DONARLOCATIE:	GTS-15														
#08	WAARNEMER(S):	bernaards														
@	par3.dat															
##	LUCHTDK	hPa	<1019>													
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	62464	412212	20250918	83426	1.03	16.72	16.59	7.84	7.66	94	39.88	4295	30.97	17534	0.17	1.08
	62464	412212	20250918	83439	1.93	16.44	16.59	7.84	7.66	94	39.88	4294	30.97	17534	0.2	1.07
	62464	412212	20250918	83458	3.07	14.48	16.59	7.84	7.66	94	39.88	4295	30.98	17534	0.2	1.06
	62464	412212	20250918	83512	4.05	13.73	16.59	7.84	7.66	94	39.88	4295	30.97	17534	0.17	1.09
	62464	412212	20250918	83530	5.07	12.65	16.59	7.84	7.65	94	39.87	4295	30.97	17529	0.19	1.12
	62464	412212	20250918	83544	6.1	11.72	16.59	7.84	7.64	94	39.88	4295	30.98	17534	0.14	1.15
	62464	412212	20250918	83556	7.07	10.81	16.58	7.84	7.64	94	39.88	4295	30.98	17538	0.17	1.04
	62464	412212	20250918	83610	8.1	9.87	16.57	7.84	7.63	94	39.87	4295	30.98	17538	0.17	1.27
	62464	412212	20250918	83642	9.12	9.1	16.59	7.84	7.66	94	39.88	4295	30.98	17534	0.14	1.09
	62464	412212	20250918	83713	10.06	8.14	16.59	7.84	7.66	94	39.88	4295	30.98	17534	0.16	1.24
	62464	412212	20250918	83727	11	7.23	16.58	7.84	7.65	94	39.87	4296	30.98	17533	0.19	1.09
	62464	412212	20250918	83740	12.1	6.08	16.56	7.84	7.64	94	39.85	4295	30.98	17532	0.16	1.03
	62464	412212	20250918	83755	12.96	5.26	16.52	7.83	7.62	94	39.83	4296	30.98	17540	0.18	1.05
	62464	412212	20250918	83824	13.98	4.24	16.48	7.83	7.6	93	39.78	4295	30.98	17533	0.2	1.24
	62464	412212	20250918	83839	15.11	3.18	16.43	7.82	7.59	93	39.75	4296	30.98	17541	0.16	1.23
	62464	412212	20250918	83903	16.07	2.13	16.38	7.81	7.57	93	39.71	4297	30.99	17543	0.2	1.39
	62464	412212	20250918	83926	17.01	1.23	16.32	7.8	7.46	91	39.68	4300	31.02	17556	0.14	1.55
