#	VERTIKAAL	20	Roompot													
*	18-9-2025	11:31:21														
#X:	47634	-	Y:	418803												
#00	DONARLOCATIE:	GTS-01														
#08	WAARNEMER(S):	bernaards														
@	par3.dat															
##	LUCHTDK	hPa	<1021>													
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	47634	418803	20250918	113154	0.96	5.41	17.23	7.86	7.54	94	41.10	4364	31.53	17851	0.45	1.21
	47634	418803	20250918	113224	2.08	6.86	16.93	7.88	7.52	94	41.98	4488	32.53	18430	0.44	7.34
	47634	418803	20250918	113238	3.07	7.28	16.93	7.89	7.56	94	41.97	4486	32.52	18425	0.46	7.00
	47634	418803	20250918	113252	4.01	7.11	16.92	7.89	7.57	94	41.99	4490	32.55	18440	0.45	6.88
	47634	418803	20250918	113308	5.09	6.58	16.92	7.89	7.57	95	41.97	4487	32.52	18430	0.34	6.76
	47634	418803	20250918	113321	5.87	5.77	16.93	7.89	7.59	95	41.96	4485	32.51	18420	0.35	6.03
	47634	418803	20250918	113346	7.13	3.42	16.92	7.89	7.59	95	42.01	4491	32.56	18450	0.33	6.40
	47634	418803	20250918	113404	8.10	2.18	16.89	7.89	7.62	95	42.08	4503	32.65	18499	0.37	6.84
	47634	418803	20250918	113417	9.04	1.35	16.89	7.89	7.64	95	42.06	4500	32.63	18489	0.40	7.42
	47634	418803	20250918	113433	9.96	0.81	16.90	7.89	7.64	95	42.05	4498	32.61	18479	0.38	7.08
