#	VERTIKAAL	9	Roompot													
*	18-9-2025	09:28:57														
#X:	58031	-	Y:	417150												
#00	DONARLOCATIE:	GTS-12														
#08	WAARNEMER(S):	bernaards														
@	par3.dat															
##	LUCHTDK	hPa	<1019>													
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	58031	417150	20250918	92907	1.02	19.32	16.83	7.87	7.81	97	40.21	4307	31.07	17590	0.27	0.94
	58031	417150	20250918	92932	1.98	17.68	16.83	7.87	7.81	97	40.2	4306	31.06	17585	0.28	0.97
	58031	417150	20250918	92947	2.98	16.79	16.83	7.87	7.82	97	40.2	4306	31.07	17585	0.23	0.97
	58031	417150	20250918	93009	3.9	15.76	16.82	7.87	7.81	97	40.19	4306	31.07	17585	0.29	0.92
	57992	417211	20250918	93104	5.07	15.74	16.8	7.87	7.81	97	40.19	4308	31.08	17594	0.2	0.84
	57992	417211	20250918	93217	6.04	13.7	16.76	7.86	7.76	96	40.16	4310	31.09	17597	0.21	0.84
	57992	417211	20250918	93238	7.03	12.09	16.73	7.86	7.73	95	40.15	4311	31.11	17606	0.16	0.75
	57992	417211	20250918	93253	8.02	10.92	16.7	7.85	7.71	95	40.14	4313	31.12	17614	0.24	0.81
	57992	417211	20250918	93311	9.06	9.8	16.66	7.85	7.7	95	40.14	4317	31.15	17632	0.2	0.78
	57992	417211	20250918	93325	10.06	8.83	16.64	7.85	7.7	95	40.15	4319	31.17	17646	0.17	0.8
	57992	417211	20250918	93342	11.04	7.6	16.61	7.84	7.69	95	40.15	4323	31.2	17660	0.12	0.86
	57992	417211	20250918	93428	12.14	6.29	16.61	7.84	7.7	95	40.15	4322	31.19	17660	0.18	0.78
	57992	417211	20250918	93544	13.03	6.14	16.6	7.84	7.68	95	40.15	4324	31.21	17665	0.14	0.74
	57992	417211	20250918	93558	14.03	5.23	16.59	7.84	7.66	94	40.15	4324	31.21	17669	0.13	0.77
	57992	417211	20250918	93612	15.15	4.49	16.59	7.84	7.66	94	40.15	4324	31.21	17669	0.21	0.8
	57992	417211	20250918	93626	16.1	3.57	16.59	7.84	7.67	95	40.15	4325	31.22	17669	0.17	0.78
	57992	417211	20250918	93641	17.08	2.68	16.58	7.84	7.67	95	40.15	4326	31.22	17674	0.15	0.83
	57992	417211	20250918	93702	17.94	1.95	16.58	7.84	7.66	94	40.15	4326	31.22	17674	0.19	0.84
	57992	417211	20250918	93722	19.03	1.21	16.58	7.84	7.67	94	40.15	4326	31.22	17674	0.16	0.82
