#	VERTIKAAL	7	Roompot													
*	18-9-2025	08:47:38														
#X:	61215	-	Y:	413021												
#00	DONARLOCATIE:	GTS-14														
#08	WAARNEMER(S):	bernaards														
@	par3.dat															
##	LUCHTDK	hPa	<1019>													
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	61215	413021	20250918	84752	0.98	9.12	16.61	7.86	7.72	95	39.88	4293	30.96	17525	0.24	1.35
	61215	413021	20250918	84807	1.98	8.2	16.61	7.86	7.72	95	39.89	4294	30.96	17530	0.22	1.29
	61215	413021	20250918	84821	3.13	7.05	16.61	7.86	7.73	95	39.89	4294	30.97	17530	0.22	1.44
	61215	413021	20250918	84836	4.06	6.14	16.62	7.86	7.72	95	39.89	4294	30.97	17525	0.22	1.27
	61215	413021	20250918	84850	5.05	5.18	16.61	7.86	7.71	95	39.88	4294	30.97	17525	0.19	1.34
	61215	413021	20250918	84904	6.01	4.25	16.61	7.86	7.69	95	39.88	4293	30.96	17525	0.18	1.33
	61215	413021	20250918	84918	7.06	3.23	16.61	7.86	7.7	95	39.88	4294	30.97	17525	0.15	1.4
	61215	413021	20250918	84932	7.98	2.33	16.61	7.86	7.7	95	39.88	4294	30.97	17525	0.18	1.4
	61215	413021	20250918	84945	9.12	1.22	16.61	7.86	7.7	95	39.88	4294	30.97	17525	0.19	1.34
