#	VERTIKAAL	21	Roompot													
*	18-9-2025	11:38:04														
#X:	47866	-	Y:	418474												
#00	DONARLOCATIE:	GTS-02														
#08	WAARNEMER(S):	bernaards														
@	par3.dat															
##	LUCHTDK	hPa	<1021>													
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	47866	418474	20250918	113840	1.02	13.25	17.21	7.85	7.49	93	41.05	4360	31.5	17836	0.47	1.14
	47866	418474	20250918	113856	1.98	13.16	17.22	7.85	7.48	93	41.06	4361	31.51	17836	0.32	1.16
	47866	418474	20250918	113910	3.00	12.54	17.22	7.85	7.48	93	41.06	4362	31.51	17836	0.44	1.11
	47866	418474	20250918	113923	4.04	11.68	17.22	7.85	7.47	93	41.08	4363	31.52	17846	0.35	1.12
	47866	418474	20250918	113937	5.07	10.77	17.22	7.85	7.47	93	41.09	4364	31.53	17851	0.24	1.11
	47866	418474	20250918	113950	6.02	9.73	17.24	7.85	7.44	93	41.16	4370	31.57	17877	0.43	1.10
	47866	418474	20250918	114003	7.12	8.56	17.24	7.85	7.38	92	41.18	4371	31.59	17886	0.33	1.13
	47866	418474	20250918	114028	8.04	7.64	17.27	7.85	7.26	91	41.28	4379	31.65	17922	0.34	1.23
	47866	418474	20250918	114048	8.92	7.09	17.28	7.84	7.21	90	41.31	4382	31.67	17933	0.44	1.29
	47866	418474	20250918	114107	10.05	5.40	17.28	7.84	7.08	89	41.44	4395	31.78	17997	0.30	1.42
	47866	418474	20250918	114129	11.07	4.11	17.29	7.84	6.95	87	41.47	4397	31.80	18007	0.30	1.49
	47866	418474	20250918	114149	12.05	4.11	17.32	7.84	6.82	85	41.56	4404	31.85	18038	0.34	1.61
	47866	418474	20250918	114207	13.01	1.91	17.34	7.83	6.74	84	41.63	4409	31.89	18064	0.27	1.68
	47866	418474	20250918	114221	14.13	1.91	17.33	7.83	6.71	84	41.63	4411	31.91	18068	0.26	1.70
