#	VERTIKAAL	16	Roompot													
*	18-9-2025	10:34:47														
#X:	53003	-	Y:	420293												
#00	DONARLOCATIE:	GTS-07														
#08	WAARNEMER(S):	bernaards														
@	par3.dat															
##	LUCHTDK	hPa	<1020>													
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	53003	420293	20250918	103457	1.04	9.62	16.67	7.84	7.66	94	40.26	4328	31.24	17688	0.20	1.08
	53003	420293	20250918	103511	2.05	8.64	16.66	7.84	7.65	94	40.25	4328	31.24	17687	0.10	1.25
	53003	420293	20250918	103524	3.04	7.67	16.66	7.84	7.63	94	40.25	4328	31.24	17687	0.18	1.09
	53003	420293	20250918	103538	4.10	6.63	16.66	7.84	7.63	94	40.25	4328	31.24	17687	0.14	1.03
	53003	420293	20250918	103551	5.02	5.71	16.67	7.84	7.62	94	40.26	4329	31.25	17688	0.12	1.19
	53003	420293	20250918	103609	5.97	4.73	16.67	7.84	7.62	94	40.26	4328	31.24	17688	0.10	1.18
	53003	420293	20250918	103623	7.08	3.56	16.68	7.84	7.62	94	40.29	4330	31.26	17698	0.15	1.27
	53003	420293	20250918	103637	8.03	2.47	16.67	7.84	7.62	94	40.27	4329	31.25	17693	0.14	1.20
	53003	420293	20250918	103650	9.03	1.43	16.67	7.84	7.62	94	40.27	4329	31.25	17693	0.25	1.19
	53003	420293	20250918	103703	10.02	1.43	16.78	7.83	7.57	94	40.43	4336	31.31	17723	0.19	1.42
