# VERTIKAAL 1 M.S. IJSSELMEER
* 15-05-2025 07:17:44
#X: 69280 - Y: 410950
#06 PROJECTCODE: ZH19
#00 DONARLOCATIE: GTS-20
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
#21 MEETGEBIED: Noord
#22 STARTPUNT: gts20
#23 EINDPUNT: gts01
#51 OPDRACHTGEVER: RIZAMON-LAN
#52 BEHEERDER: RIZAIMMLLSD
@ par1.dat

~     X       Y    DATUM   TIJD       T   GELBH     %O2      pH SENSHTE CHLFRFU TROEBHFNU  CHLPHL  SALNTT     CL-   DICHT      O2   GELDHD
  69280  410950 20250515 71758   15.10   36.91      97    8.27    0.97    0.98    0.86    3.47   29.52   16694   21.77    8.28    4112
  69280  410950 20250515 71820   15.07   36.96      96    8.26    1.94    0.85    0.88    2.89   29.58   16731   21.82    8.20    4120
  69280  410950 20250515 71914   15.07   37.12      92    8.25    3.13    0.78    0.76    2.58   29.72   16813   21.93    7.79    4138
  69280  410950 20250515 71949   15.09   37.17      91    8.25    4.00    0.82    0.88    2.75   29.75   16829   21.96    7.71    4141
  69280  410950 20250515 72016   15.17   37.36      90    8.24    5.00    0.74    1.01    2.36   29.86   16891   22.02    7.65    4155
