# VERTIKAAL 8 Milieucontainer
* 20-07-2026 11:34:27
#X: 83354 - Y: 408403
#00 DONARLOCATIE: ZTS-04
#08 WAARNEMER(S): bernaards
@ par7.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  83357  408404 20260720 113558    1.04    9.89   22.49   8.53    1.20     114    0.63     251    0.65       8.49      1.40
  83357  408404 20260720 113617    2.01    7.20   22.52   8.57    1.23     117    0.65     260    0.53       5.79      0.74
  83357  408404 20260720 113621    2.96    6.25   22.52   8.57    1.23     117    0.65     260    0.61       6.51      1.00
  83357  408404 20260720 113626    3.98    5.57   22.52   8.57    1.24     118    0.65     263    0.44       6.00      0.48
  83357  408404 20260720 113631    4.99    5.39   22.51   8.58    1.25     118    0.65     265    0.40       6.10      0.75
  83357  408404 20260720 113636    6.09    4.98   22.48   8.58    1.24     118    0.65     263    0.43       5.50      0.63
  83357  408404 20260720 113640    6.92    4.60   22.45   8.58    1.24     118    0.65     263    0.56       7.10      0.67
  83357  408404 20260720 113652    7.96    4.44   22.42   8.58    1.24     118    0.65     263    0.58       5.61      0.38
  83357  408404 20260720 113700    9.00    3.24   22.42   8.57    1.23     117    0.65     261    0.47       6.34      0.63
  83357  408404 20260720 113706    9.92    2.47   22.39   8.55    1.22     116    0.64     256    0.45       6.30      0.71
  83357  408404 20260720 113718   10.92    1.86   22.26   8.56    1.22     117    0.65     259    0.41       6.20      0.06
  83357  408404 20260720 113728   12.02    0.59   22.27   8.56    1.23     117    0.65     260    0.38       6.32      0.26
