#	VERTIKAAL	8	Roompot													
*	2-9-2025	08:59:17														
#X:	59361	-	Y:	414125												
#00	DONARLOCATIE:	GTS-13														
#08	WAARNEMER(S):	bernaards														
@	par1.dat															
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	59361	414125	20250902	85927	1.08	23.32	19.63	7.87	6.62	88	42.83	4317	31.15	17618	0.68	0.87
	59361	414125	20250902	85952	1.97	22.51	19.63	7.87	6.61	88	42.83	4317	31.15	17618	0.59	0.95
	59361	414125	20250902	90024	3.01	22.51	19.63	7.87	6.60	87	42.84	4317	31.15	17623	0.53	0.87
	59361	414125	20250902	90059	4.03	20.89	19.63	7.87	6.63	88	42.83	4317	31.15	17618	0.42	0.91
	59361	414125	20250902	90127	4.96	19.82	19.63	7.87	6.64	88	42.83	4317	31.15	17618	0.48	0.93
	59361	414125	20250902	90158	6.07	18.49	19.63	7.87	6.64	88	42.84	4318	31.15	17623	0.70	0.87
	59361	414125	20250902	90221	6.97	16.77	19.64	7.87	6.64	88	42.84	4317	31.15	17618	0.60	0.92
	59361	414125	20250902	90253	8.09	17.03	19.64	7.87	6.59	87	42.84	4317	31.15	17618	0.58	1.03
	59361	414125	20250902	90315	9.08	15.52	19.64	7.87	6.59	87	42.84	4317	31.15	17618	0.54	0.96
	59361	414125	20250902	90331	10.08	14.73	19.64	7.87	6.59	87	42.84	4317	31.15	17618	0.56	0.87
	59361	414125	20250902	90345	11.04	13.61	19.64	7.87	6.58	87	42.84	4317	31.15	17618	0.47	0.99
	59361	414125	20250902	90401	12.08	12.65	19.64	7.87	6.57	87	42.84	4317	31.15	17618	0.47	0.93
	59361	414125	20250902	90419	12.91	11.77	19.64	7.87	6.59	87	42.84	4318	31.15	17618	0.51	1.06
	59361	414125	20250902	90440	13.87	10.93	19.64	7.87	6.60	87	42.84	4317	31.15	17618	0.69	1.06
	59361	414125	20250902	90506	15.08	9.84	19.64	7.87	6.61	88	42.84	4318	31.15	17618	0.57	0.90
	59361	414125	20250902	90525	16.00	9.84	19.63	7.87	6.62	88	42.84	4318	31.15	17623	0.57	0.88
	59361	414125	20250902	90541	17.01	7.85	19.63	7.87	6.62	88	42.84	4318	31.15	17623	0.49	0.98
	59361	414125	20250902	90608	17.97	6.78	19.64	7.87	6.63	88	42.84	4318	31.15	17618	0.70	0.90
	59361	414125	20250902	90627	19.04	5.40	19.62	7.87	6.63	88	42.83	4318	31.15	17622	0.50	0.98
	59361	414125	20250902	90648	19.98	4.40	19.62	7.87	6.60	87	42.83	4318	31.15	17622	0.66	0.96
	59361	414125	20250902	90704	20.92	3.33	19.62	7.87	6.58	87	42.83	4318	31.15	17622	0.52	0.90
	59361	414125	20250902	90721	22.04	2.18	19.62	7.87	6.56	87	42.83	4318	31.15	17622	0.57	0.99
	59361	414125	20250902	90745	23.10	2.18	19.62	7.86	6.54	87	42.83	4318	31.16	17622	0.47	0.84
