#	VERTIKAAL	17	Roompot													
*	2-9-2025	11:45:31														
#X:	49777	-	Y:	418287												
#00	DONARLOCATIE:	GTS-04														
#08	WAARNEMER(S):	bernaards														
@	par1.dat															
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	49777	418287	20250902	114542	1.11	1.01	19.53	7.94	7.64	101	42.75	4318	31.15	17624	1.75	1.45
	49777	418287	20250902	114601	1.98	16.02	19.53	7.94	7.64	101	42.75	4318	31.16	17624	2.10	1.43
	49777	418287	20250902	114615	3.06	15.21	19.52	7.94	7.59	100	42.73	4317	31.15	17619	2.12	1.42
	49777	418287	20250902	114630	4.06	14.20	19.50	7.93	7.54	100	42.72	4318	31.15	17623	2.15	1.33
	49777	418287	20250902	114647	5.00	13.17	19.50	7.93	7.48	99	42.72	4318	31.15	17623	1.86	1.37
	49777	418287	20250902	114700	5.92	12.35	19.49	7.93	7.48	99	42.72	4318	31.15	17627	2.40	1.38
	49777	418287	20250902	114720	7.06	11.05	19.47	7.92	7.35	97	42.69	4318	31.15	17622	2.08	1.37
	49777	418287	20250902	114733	8.05	10.35	19.47	7.92	7.36	97	42.69	4318	31.15	17622	1.86	1.49
	49777	418287	20250902	114804	9.03	9.18	19.45	7.90	7.10	94	42.69	4319	31.16	17630	1.91	1.30
	49777	418287	20250902	114826	10.09	8.19	19.44	7.89	6.95	92	42.69	4321	31.18	17635	1.44	1.30
	49777	418287	20250902	114907	11.09	7.28	19.44	7.85	6.16	81	42.83	4334	31.28	17701	0.75	1.54
	49777	418287	20250902	114921	12.06	6.45	19.46	7.86	6.17	82	42.87	4337	31.31	17711	0.82	1.35
	49777	418287	20250902	114935	13.03	5.47	19.47	7.86	6.23	82	42.90	4338	31.32	17721	0.80	1.61
	49777	418287	20250902	114949	14.05	4.55	19.44	7.86	6.24	83	42.90	4342	31.35	17734	0.97	1.44
	49777	418287	20250902	115002	15.10	3.44	19.43	7.87	6.23	82	42.93	4346	31.38	17752	0.95	1.38
	49777	418287	20250902	115023	15.97	2.52	19.51	7.88	6.41	85	43.08	4352	31.43	17788	0.82	1.39
	49777	418287	20250902	115040	17.05	1.36	19.51	7.88	6.43	85	43.15	4360	31.50	17821	0.91	1.54
