#	VERTIKAAL	9	Roompot													
*	2-9-2025	09:35:05														
#X:	57961	-	Y:	417175												
#00	DONARLOCATIE:	GTS-12														
#08	WAARNEMER(S):	bernaards														
@	par1.dat															
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	57961	417175	20250902	93515	1.04	19.29	19.73	7.91	7.18	95	42.94	4318	31.16	17626	0.93	1.12
	57961	417175	20250902	93529	2.08	18.19	19.73	7.91	7.17	95	42.94	4318	31.16	17626	0.96	1.08
	57961	417175	20250902	93543	2.97	17.62	19.73	7.91	7.18	95	42.93	4318	31.15	17621	0.88	0.94
	57961	417175	20250902	93558	4.04	16.57	19.73	7.91	7.18	95	42.93	4318	31.15	17621	0.81	1
	57961	417175	20250902	93611	5.06	15.83	19.73	7.91	7.16	95	42.93	4318	31.16	17621	0.9	0.98
	57961	417175	20250902	93625	6.03	14.48	19.73	7.91	7.15	95	42.94	4318	31.16	17626	0.91	1.05
	57961	417175	20250902	93639	7.06	13.34	19.73	7.91	7.14	95	42.93	4318	31.16	17621	0.87	0.94
	57961	417175	20250902	93652	7.98	12.31	19.73	7.91	7.15	95	42.93	4318	31.16	17621	0.78	1.03
	57961	417175	20250902	93707	9.03	11.14	19.73	7.91	7.13	95	42.93	4318	31.15	17621	0.79	1.01
	57961	417175	20250902	93721	10.01	10.24	19.73	7.91	7.12	94	42.93	4318	31.15	17621	0.85	1.01
	57961	417175	20250902	93735	11.1	9.2	19.73	7.91	7.11	94	42.93	4318	31.16	17621	0.83	1.03
	57961	417175	20250902	93750	12.08	8.33	19.73	7.91	7.1	94	42.94	4318	31.16	17626	0.75	1
	57961	417175	20250902	93804	12.93	7.49	19.73	7.91	7.1	94	42.94	4319	31.16	17626	0.86	1.14
	57961	417175	20250902	93818	14.08	6.4	19.73	7.91	7.13	95	42.94	4318	31.16	17626	0.86	1.02
	57961	417175	20250902	93832	15.15	5.45	19.73	7.91	7.13	95	42.93	4318	31.16	17621	0.75	1.13
	57961	417175	20250902	93847	15.98	4.46	19.73	7.91	7.09	94	42.93	4318	31.16	17621	0.7	1
	57961	417175	20250902	93901	16.93	3.37	19.72	7.9	7.05	94	42.93	4319	31.16	17626	0.71	1.03
	57961	417175	20250902	93926	17.96	1.9	19.7	7.89	6.86	91	42.92	4319	31.16	17630	0.68	1.14
	57961	417175	20250902	93956	19.06	1.9	19.69	7.87	6.59	87	42.92	4321	31.18	17634	0.27	0.89
