#	VERTIKAAL	18	Roompot													
*	2-9-2025	12:01:23														
#X:	47557	-	Y:	418824												
#00	DONARLOCATIE:	GTS-01														
#08	WAARNEMER(S):	bernaards														
@	par1.dat															
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	47557	418824	20250902	120133	1.01	5.30	19.46	7.91	7.15	94	42.71	4321	31.18	17635	1.31	1.29
	47557	418824	20250902	120212	2.03	9.72	19.45	7.89	7.05	93	42.71	4322	31.18	17640	1.56	1.32
	47557	418824	20250902	120225	3.13	9.62	19.42	7.89	7.01	93	42.70	4323	31.19	17648	1.75	1.40
	47557	418824	20250902	120245	4.06	8.85	19.39	7.88	6.97	92	42.68	4323	31.20	17652	1.39	1.39
	47557	418824	20250902	120306	5.01	8.12	19.42	7.89	6.86	91	42.69	4322	31.19	17643	1.40	1.44
	47557	418824	20250902	120319	6.01	6.91	19.39	7.88	6.85	90	42.68	4324	31.20	17652	1.25	1.49
	47557	418824	20250902	120334	7.01	5.57	19.31	7.87	6.79	89	42.63	4325	31.22	17663	0.71	1.24
	47557	418824	20250902	120349	8.00	4.01	19.09	7.86	6.73	88	42.44	4327	31.23	17670	0.78	1.21
	47557	418824	20250902	120416	9.02	2.23	19.02	7.83	6.39	84	42.39	4329	31.24	17677	0.55	1.42
	47557	418824	20250902	120452	9.98	1.47	19.20	7.82	6.05	80	42.76	4350	31.42	17773	0.82	1.35
	47557	418824	20250902	120507	10.99	0.81	19.40	7.85	6.10	81	43.30	4384	31.69	17941	0.94	1.52
