#	VERTIKAAL	4	Roompot													
*	2-9-2025	07:50:13														
#X:	66366	-	Y:	411637												
#00	DONARLOCATIE:	GTS-17														
#08	WAARNEMER(S):	bernaards														
@	par1.dat															
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	66366	411637	20250902	75023	1.1	7.94	19.36	7.97	7.45	98	42.31	4289	30.92	17490	0.78	0.97
	66366	411637	20250902	75036	2.08	6.76	19.4	7.97	7.48	99	42.34	4289	30.92	17487	0.69	0.84
	66366	411637	20250902	75054	3.06	5.92	19.4	7.97	7.47	98	42.36	4291	30.93	17497	0.71	1.01
	66366	411637	20250902	75127	4.04	5.01	19.39	7.92	6.88	91	42.4	4296	30.98	17520	0.7	2.07
	66366	411637	20250902	75144	5.02	4.19	19.39	7.93	7.1	94	42.42	4297	30.99	17529	0.67	2.34
	66366	411637	20250902	75224	6.07	3.3	19.28	7.86	6.41	84	42.36	4301	31.02	17549	0.55	0.99
	66366	411637	20250902	75238	7.09	2.54	19.27	7.85	6.35	84	42.34	4300	31.01	17543	0.6	0.9
	66366	411637	20250902	75256	8.06	1.46	19.25	7.85	6.31	83	42.33	4301	31.02	17547	0.61	0.88
	66366	411637	20250902	75310	8.99	1.46	19.14	7.81	6.14	81	42.26	4305	31.05	17562	0.31	0.81
