#	VERTIKAAL	12	Roompot													
*	2-9-2025	10:24:31														
#X:	55215	-	Y:	421373												
#00	DONARLOCATIE:	GTS-09														
#08	WAARNEMER(S):	bernaards														
@	par1.dat															
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	55215	421373	20250902	102441	1.11	19.39	19.51	7.91	7.31	97	42.71	4316	31.14	17614	0.60	0.88
	55215	421373	20250902	102455	2.13	18.72	19.51	7.91	7.28	96	42.72	4317	31.14	17618	0.64	0.89
	55215	421373	20250902	102509	3.08	18.17	19.47	7.90	7.23	95	42.69	4317	31.15	17622	0.62	0.87
	55215	421373	20250902	102522	4.06	17.19	19.51	7.90	7.22	96	42.71	4316	31.14	17614	0.57	0.87
	55215	421373	20250902	102536	5.00	16.66	19.49	7.90	7.24	96	42.70	4317	31.15	17618	0.54	0.88
	55215	421373	20250902	102558	6.04	16.00	19.42	7.88	7.06	93	42.65	4318	31.16	17625	0.49	0.93
	55215	421373	20250902	102613	7.00	14.91	19.40	7.88	7.02	93	42.64	4319	31.16	17629	0.49	0.83
	55215	421373	20250902	102626	7.94	14.11	19.40	7.88	7.01	93	42.63	4318	31.16	17624	0.44	0.90
	55215	421373	20250902	102643	8.97	12.94	19.40	7.88	7.02	93	42.63	4318	31.16	17624	0.49	0.86
	55215	421373	20250902	102658	9.99	12.02	19.40	7.88	7.01	92	42.63	4318	31.16	17624	0.62	0.73
	55215	421373	20250902	102711	10.96	10.92	19.40	7.88	7.01	92	42.64	4319	31.16	17629	0.25	0.93
	55215	421373	20250902	102725	11.99	9.72	19.40	7.88	7.02	93	42.63	4318	31.15	17624	0.54	0.77
	55215	421373	20250902	102740	12.97	8.38	19.40	7.88	7.02	93	42.63	4318	31.16	17624	0.55	0.84
	55215	421373	20250902	102755	14.01	6.84	19.38	7.88	7.05	93	42.62	4318	31.16	17628	0.58	0.93
	55215	421373	20250902	102810	15.01	5.76	19.38	7.88	7.06	93	42.62	4318	31.16	17628	0.49	0.83
	55215	421373	20250902	102823	16.02	4.63	19.36	7.88	7.07	93	42.60	4319	31.16	17627	0.58	0.97
	55215	421373	20250902	102836	17.09	3.57	19.36	7.88	7.07	93	42.60	4318	31.16	17627	0.64	0.72
	55215	421373	20250902	102851	17.97	2.81	19.35	7.88	7.07	93	42.59	4319	31.16	17627	0.62	0.91
	55215	421373	20250902	102906	19.00	1.92	19.34	7.88	7.08	93	42.58	4319	31.16	17626	0.60	0.83
	55215	421373	20250902	102919	20.11	1.03	19.31	7.88	7.08	93	42.56	4319	31.17	17630	0.57	1.27
