#	VERTIKAAL	2	Roompot													
*	1-9-2025	08:48:55														
#X:	61464	-	Y:	416410												
#00	DONARLOCATIE:	GTS-28														
#08	WAARNEMER(S):	bernaards														
@	par1.dat															
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	61464	416412	20250901	84905	0.99	4.69	19.54	7.87	6.75	89	42.72	4313	31.12	17605	0.20	0.69
	61464	416412	20250901	84924	2.02	3.92	19.52	7.87	6.69	88	42.68	4312	31.11	17595	0.27	0.64
	61464	416412	20250901	84939	3.04	3.06	19.5	7.87	6.72	89	42.67	4313	31.11	17599	0.21	0.68
	61464	416412	20250901	84953	4.04	2.25	19.49	7.87	6.68	88	42.66	4312	31.11	17599	0.25	0.70
	61464	416412	20250901	85007	5.03	1.40	19.39	7.86	6.65	88	42.55	4311	31.10	17590	0.21	0.61
	61464	416412	20250901	85028	6.15	9999	19.38	7.86	6.59	87	42.54	4311	31.10	17590	0.25	0.69
