#	VERTIKAAL	8	Roompot													
*	1-9-2025	10:34:38														
#X:	50264	-	Y:	420517												
#00	DONARLOCATIE:	GTS-22														
#08	WAARNEMER(S):	bernaards														
@	par1.dat															
																
~	X	Y	DATUM	TIJD	SENSHTE	Echms	T	pH	O2	%O2	GELBH	GELDHD	SALNTT	CL-	CHLFRFU	TROEBHFNU
	50264	420517	20250901	103457	1.07	14.03	19.44	7.92	7.44	98	42.72	4324	31.20	17649	1.74	1.32
	50264	420517	20250901	103512	2.09	12.36	19.43	7.91	7.45	98	42.72	4324	31.20	17653	1.41	1.22
	50264	420517	20250901	103525	3.00	12.08	19.43	7.91	7.43	98	42.72	4324	31.20	17653	1.23	1.20
	50264	420517	20250901	103539	4.07	11.29	19.43	7.91	7.39	98	42.72	4324	31.20	17653	1.22	1.15
	50264	420517	20250901	103553	5.06	10.45	19.42	7.91	7.37	97	42.72	4324	31.21	17658	1.13	1.22
	50264	420517	20250901	103606	6.05	9.64	19.42	7.91	7.36	97	42.72	4324	31.20	17658	1.28	1.14
	50264	420517	20250901	103620	7.03	8.70	19.42	7.91	7.35	97	42.71	4324	31.20	17653	1.34	1.18
	50264	420517	20250901	103634	8.04	7.98	19.42	7.90	7.33	97	42.72	4324	31.21	17658	1.16	1.04
	50264	420517	20250901	103653	9.04	7.61	19.41	7.90	7.27	96	42.71	4325	31.21	17657	0.83	1.22
	50264	420517	20250901	103708	10.07	7.17	19.41	7.89	7.20	95	42.7	4324	31.21	17653	0.81	1.12
	50264	420517	20250901	103722	11.04	6.71	19.41	7.89	7.20	95	42.71	4324	31.21	17657	0.86	1.13
	50264	420517	20250901	103739	11.98	5.91	19.41	7.89	7.20	95	42.71	4324	31.21	17657	1.04	1.12
	50264	420517	20250901	103753	13.03	4.89	19.41	7.89	7.20	95	42.71	4325	31.21	17657	1.17	1.20
	50264	420517	20250901	103807	14.00	4.89	19.41	7.89	7.19	95	42.71	4325	31.21	17657	0.97	1.11
	50264	420517	20250901	103824	15.11	2.82	19.41	7.88	7.10	94	42.7	4325	31.21	17653	0.98	1.13
	50264	420517	20250901	103838	15.95	2.05	19.41	7.89	7.09	94	42.71	4325	31.21	17657	0.82	1.14
	50264	420517	20250901	103857	16.87	0.85	19.41	7.89	7.17	95	42.71	4325	31.21	17657	1.13	1.30
