# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 30-05-2024 08:44:10
#X: 83356 - Y: 408406
#00 DONARLOCATIE: ZTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1006>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  83356  408406 20240530 84422    1.12    0.96   17.48   7.71    0.65      69    0.37     116    0.89    2.63   -0.70
  83387  408414 20240530 84430    1.91    2.02   17.49   7.71    0.65      69    0.37     116    0.94    2.65   -0.64
  83392  408416 20240530 84433    2.92    3.04   17.49   7.71    0.65      69    0.37     117    0.94    2.65   -0.64
  83394  408416 20240530 84436    3.94    4.05   17.49   7.71    0.65      69    0.37     117    0.97    2.62   -0.61
  83399  408418 20240530 84439    4.94    5.04   17.49   7.71    0.65      69    0.37     117    0.95    2.65   -0.76
  83402  408419 20240530 84443    5.93    6.04   17.46   7.70    0.65      68    0.37     116    0.97    2.65   -0.66
  83404  408419 20240530 84445    6.93    7.03   17.44   7.70    0.65      68    0.37     116    1.01    2.61   -0.70
  83407  408420 20240530 84448    7.92    8.09   17.42   7.69    0.64      68    0.37     115    0.93    2.66   -0.72
  83410  408421 20240530 84452    8.96    9.05   17.40   7.69    0.64      68    0.37     115    0.95    2.64   -0.68
  83414  408423 20240530 84457    9.95   10.04   17.40   7.69    0.64      68    0.37     115    1.00    2.65   -0.64
  83417  408423 20240530 84502   10.92   11.02   17.40   7.69    0.64      68    0.37     115    0.94    2.99   -0.68
