# VERTIKAAL 15 M.C.ECOS 8 VERTIKAAL
* 30-05-2024 14:34:24
#X: 79336 - Y: 372444
#00 DONARLOCATIE: ZTS-46
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par15.dat
## TLU        oC <-->
## LUCHTDK    hPa <1008>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  79336  372444 20240530 143426    1.05    0.93   17.77   7.90    4.75     498    2.99    1659    0.90    2.11   -0.45
  79338  372442 20240530 143434    1.94    2.04   17.77   7.90    4.75     498    2.99    1659    0.81    2.12   -0.45
  79339  372440 20240530 143438    2.92    2.99   17.77   7.90    4.75     498    2.99    1659    0.87    2.64   -0.51
  79339  372439 20240530 143442    3.89    4.01   17.77   7.90    4.75     499    3.00    1660    0.79    2.21   -0.52
  79340  372440 20240530 143446    4.92    4.99   17.77   7.90    4.77     500    3.01    1665    0.86    2.18   -0.57
  79339  372430 20240530 143451    5.89    6.00   17.77   7.90    4.81     505    3.04    1682    0.81    2.78   -0.47
  79339  372426 20240530 143454    6.90    7.02   17.76   7.90    4.84     508    3.05    1693    0.78    3.44   -0.50
  79339  372421 20240530 143458    7.93    7.99   17.76   7.90    4.86     511    3.07    1702    0.85    3.77   -0.45
  79339  372415 20240530 143504    8.97    9.08   17.76   7.90    4.89     513    3.08    1709    0.80    3.96   -0.51
  79341  372412 20240530 143508    9.92   10.02   17.76   7.90    4.89     513    3.09    1711    0.88    4.65   -0.45
  79343  372409 20240530 143512   10.93   11.05   17.76   7.90    4.90     515    3.10    1716    0.86    5.05   -0.52
  79346  372404 20240530 143517   11.93   12.03   17.77   7.90    4.95     519    3.12    1732    0.73    6.23   -0.50
  79349  372400 20240530 143521   12.89   12.98   17.77   7.90    4.97     522    3.14    1742    0.83    7.29   -0.47
  79350  372398 20240530 143526   13.91   14.08   17.78   7.91    5.01     525    3.17    1755    0.71    8.97   -0.56
  79351  372397 20240530 143529   14.90   14.99   17.80   7.91    5.05     529    3.19    1768    0.78    9.37   -0.51
