X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,74232962;3,849109008;20250626;121257;1;20,27;8,1;111,92;8,45;17153,47;-0,79;30,35;4217,69;1,69;3,04;42,41;-999
51,74232962;3,849109008;20250626;121316;2,03;20,26;8,1;112,31;8,48;17153,37;-0,96;30,35;4217,67;1,64;2,59;42,41;-999
51,74232962;3,849109008;20250626;121337;3;20,26;8,1;112,52;8,5;17153,47;-0,85;30,35;4217,68;1,61;2,79;42,4;-999
51,74232962;3,849109008;20250626;121400;4,11;20,19;8,1;111,82;8,45;17153,9;-0,92;30,35;4217,69;1,71;3,01;42,35;-999
51,74232962;3,849109008;20250626;121423;5,07;20,09;8,08;110,09;8,34;17145,73;-0,75;30,33;4215,8;1,81;3,17;42,23;-999
51,74232962;3,849109008;20250626;121459;4,97;20,21;8,1;111;8,39;17148,12;-0,95;30,34;4216,46;1,69;2,64;42,35;-999
51,74232962;3,849109008;20250626;121531;6,09;20,16;8,09;109,86;8,31;17145,18;-0,88;30,33;4215,77;1,98;3,08;42,3;-999
51,74232962;3,849109008;20250626;121604;6,91;20,12;8,09;109,93;8,32;17141,33;-0,91;30,32;4214,9;1,79;2,71;42,26;-999
51,74232962;3,849109008;20250626;121653;8,02;19,63;7,98;85,51;6,53;17181,2;-0,95;30,39;4222,9;1,68;3;41,9;-999
51,74232962;3,849109008;20250626;121753;10,09;19,39;7,96;80,96;6,2;17266,44;-0,99;30,54;4240,98;1,92;1,74;41,87;-999
51,74232962;3,849109008;20250626;121842;9,99;19,46;7,98;83,52;6,39;17281,92;-0,86;30,56;4244,39;1,87;2,51;41,96;-999
51,74232962;3,849109008;20250626;121914;8,94;19,76;8,03;93,8;7,15;17154,73;-0,91;30,35;4217,35;1,92;3,26;41,96;-999
51,74232962;3,849109008;20250626;121946;11,03;19,48;7,98;85,09;6,51;17257,3;-0,91;30,52;4239,11;1,88;2,02;41,92;-999
51,74232962;3,849109008;20250626;122016;12,08;19,32;7,98;84,48;6,48;17374,1;-0,86;30,72;4264,07;2,04;2,04;42,03;-999
51,74232962;3,849109008;20250626;122036;13,03;18,52;7,92;77,62;6,04;17429,87;-1;30,81;4275,11;2,49;1,9;41,41;-999
51,74232962;3,849109008;20250626;122110;14;17,08;7,8;54,67;4,37;17443,65;-0,89;30,83;4276,41;2,61;1,35;40,14;-999
51,74232962;3,849109008;20250626;122127;15,11;16,04;7,7;42,89;3,5;17389,9;-1,09;30,73;4263,67;2,3;0,88;39,1;-999
51,74232962;3,849109008;20250626;122154;16,09;14,6;7,62;31,18;2,62;17305,12;-1;30,57;4243,82;1,53;0,61;37,66;-999
51,74232962;3,849109008;20250626;122225;17,02;13,83;7,6;25,97;2,22;17304,91;-1,05;30,57;4242,95;1,5;0,46;36,99;-999
51,74232962;3,849109008;20250626;122253;18,16;12,85;7,52;15,6;1,36;17247,99;-1,02;30,46;4229,62;1,35;0,14;36,03;-999
51,74232962;3,849109008;20250626;122316;19,01;12,69;7,49;9,59;0,84;17220,8;-0,93;30,41;4223,59;1,01;0,3;35,85;-999
51,74232962;3,849109008;20250626;122348;19,94;12,51;7,47;5,65;0,5;17219,09;-1,06;30,41;4223,04;1,33;0,15;35,69;-999
51,74232962;3,849109008;20250626;122424;21,08;12,37;7,47;3,4;0,3;17216,84;-1,01;30,41;4222,4;1,51;0,13;35,56;-999
51,74232962;3,849109008;20250626;122503;22,02;12,23;7,48;1,88;0,17;17203,14;-1,04;30,38;4219,3;2,4;0,07;35,42;-999
51,74232962;3,849109008;20250626;122536;23,03;11,98;7,48;1,52;0,14;17193,19;-1,07;30,36;4216,89;1,97;0,1;35,18;-999
51,74232962;3,849109008;20250626;122617;23,98;11,95;7,49;1,27;0,11;17191,74;-1;30,36;4216,54;2,39;0,08;35,15;-999
51,74232962;3,849109008;20250626;122641;24,99;11,89;7,48;1,26;0,11;17188,71;-1,08;30,35;4215,83;1,89;0,03;35,1;-999
51,74232962;3,849109008;20250626;122715;26,25;11,74;7,51;1,07;0,1;17182,43;-0,94;30,34;4214,31;2,33;0,07;34,96;-999
