X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,76463378;3,957082021;20250626;100454;1,05;20,13;8,07;108,75;8,22;17089,83;-0,92;30,24;4203,8;1,53;2,33;42,15;-999
51,76463378;3,957082021;20250626;100510;2,02;20,08;8,06;107,93;8,17;17089,88;-0,83;30,24;4203,75;1,47;2,36;42,11;-999
51,76463378;3,957082021;20250626;100526;3,02;20,08;8,06;107,09;8,1;17090,38;-0,8;30,24;4203,86;1,42;2,56;42,11;-999
51,76463378;3,957082021;20250626;100542;4,03;20,06;8,05;105,51;7,98;17091,72;-0,91;30,24;4204,12;1,39;2,58;42,09;-999
51,76463378;3,957082021;20250626;100557;5,05;19,95;8,02;102,68;7,79;17090,54;-0,93;30,24;4203,73;1,41;1,96;41,99;-999
51,76463378;3,957082021;20250626;100612;6,04;19,86;7,99;96,85;7,36;17090,2;-1,12;30,23;4203,55;1,6;1,55;41,91;-999
51,76463378;3,957082021;20250626;100632;6,93;19,82;7,98;92,82;7,06;17087,92;-0,9;30,23;4203,01;1,49;1,52;41,87;-999
51,76463378;3,957082021;20250626;100650;7,89;19,76;7,97;91,34;6,95;17087,93;-0,95;30,23;4202,94;1,47;1,94;41,81;-999
51,76463378;3,957082021;20250626;100712;9,01;19,75;7,97;90,64;6,9;17088,26;-0,93;30,23;4203;1,4;1,82;41,81;-999
51,76463378;3,957082021;20250626;100731;10,16;19,66;7,94;86,87;6,62;17090,05;-0,92;30,23;4203,28;2,34;2,29;41,73;-999
