X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,74625965;3,889482079;20250626;105342;0,99;20,1;8,04;104,93;7,94;17104,88;-0,94;30,26;4207,01;1,5;2,92;42,16;-999
51,74625965;3,889482079;20250626;105359;1,99;20,06;8,04;103,96;7,88;17104,64;-0,87;30,26;4206,9;1,4;3,01;42,12;-999
51,74625965;3,889482079;20250626;105419;2,93;20,09;8,04;103,7;7,85;17103,29;-0,92;30,26;4206,65;1,62;3,09;42,15;-999
51,74625965;3,889482079;20250626;105450;3,93;20,03;8,03;101,62;7,7;17104,28;-0,85;30,26;4206,79;1,59;3,05;42,09;-999
51,74625965;3,889482079;20250626;105513;5,09;20,01;8,02;99,79;7,57;17106,39;-0,83;30,26;4207,23;1,54;3,04;42,08;-999
51,74625965;3,889482079;20250626;105535;6,04;19,96;8,01;98,64;7,49;17113,82;-0,93;30,28;4208,77;1,55;3,05;42,05;-999
51,74625965;3,889482079;20250626;105551;7,07;19,63;7,98;94,18;7,19;17111,92;-0,84;30,27;4207,96;1,7;2,7;41,75;-999
51,74625965;3,889482079;20250626;105607;7,05;19,7;7,99;92,59;7,06;17097,16;-0,96;30,25;4204,86;1,91;2,66;41,79;-999
51,74625965;3,889482079;20250626;105627;8,02;19,63;7,98;92,45;7,06;17117,59;-1,03;30,28;4209,18;1,35;2,36;41,76;-999
51,74625965;3,889482079;20250626;105657;8,98;19,5;7,96;85,3;6,53;17135,01;-0,86;30,31;4212,78;1,35;2,43;41,68;-999
51,74625965;3,889482079;20250626;105734;10,04;19,36;7,94;80,85;6,2;17172,67;-0,88;30,37;4220,73;1,47;2,37;41,63;-999
51,74625965;3,889482079;20250626;105756;11,05;19,28;7,93;79;6,07;17168,32;-0,86;30,37;4219,7;1,66;2,25;41,56;-999
51,74625965;3,889482079;20250626;105835;12,04;18,93;7,9;72,77;5,63;17199,65;-0,86;30,42;4226,03;1,8;2,06;41,3;-999
51,74625965;3,889482079;20250626;105901;13,01;18,66;7,88;69,06;5,36;17219,15;-0,87;30,45;4229,92;1,57;2,35;41,11;-999
51,74625965;3,889482079;20250626;105922;13,96;17,89;7,82;60,79;4,79;17265,67;-1,08;30,52;4239,04;1,49;1,8;40,51;-999
51,74625965;3,889482079;20250626;105950;14,93;17,47;7,78;51,27;4,07;17284,14;-0,84;30,55;4242,53;1,63;1,54;40,17;-999
51,74625965;3,889482079;20250626;110023;16,02;16,8;7,73;43,08;3,47;17304,34;-0,98;30,58;4246,11;1,88;1,25;39,61;-999
51,74625965;3,889482079;20250626;110055;16,91;14,13;7,61;30,46;2,59;17259,08;-0,99;30,49;4233,39;1,53;0,56;37,17;-999
51,74625965;3,889482079;20250626;110123;17,97;13,07;7,58;24,57;2,13;17234,33;-1;30,44;4226,92;0,98;0,21;36,2;-999
51,74625965;3,889482079;20250626;110140;17,81;13,31;7,59;23,7;2,05;17247,01;-1,04;30,46;4229,9;1,1;0,31;36,42;-999
51,74625965;3,889482079;20250626;110204;19,21;12,86;7,56;20,61;1,8;17228,29;-0,93;30,43;4225,39;1,09;0,17;36;-999
51,74625965;3,889482079;20250626;110221;20,02;12,56;7,56;19,79;1,74;17217,15;-1,06;30,41;4222,67;1,08;0,09;35,72;-999
51,74625965;3,889482079;20250626;110251;21,07;12,43;7,54;16,09;1,42;17215,2;-0,95;30,4;4222,11;0,98;0,08;35,61;-999
51,74625965;3,889482079;20250626;110312;21,99;12,3;7,54;15,33;1,35;17201,41;-1,01;30,38;4219;0,92;0,08;35,47;-999
51,74625965;3,889482079;20250626;110337;22,95;12,12;7,53;14,36;1,27;17201,13;-1;30,38;4218,75;0,92;0,07;35,32;-999
51,74625965;3,889482079;20250626;110353;24,01;12,05;7,52;12,85;1,14;17195,88;-1,14;30,37;4217,54;1,07;0,04;35,25;-999
51,74625965;3,889482079;20250626;110410;25,08;12;7,52;11,86;1,05;17190,6;-0,97;30,36;4216,34;0,8;0,05;35,19;-999
51,74625965;3,889482079;20250626;110434;26,05;11,97;7,52;11,61;1,03;17190,39;-1,01;30,36;4216,27;1,01;0,01;35,17;-999
51,74625965;3,889482079;20250626;110502;27,07;11,9;7,51;10,69;0,95;17184,81;-1,01;30,35;4214,99;1,28;0,13;35,1;-999
51,74625965;3,889482079;20250626;110525;28,05;11,75;7,48;8,06;0,72;17183,57;-0,98;30,34;4214,57;1,68;0,09;34,97;-999
51,74625965;3,889482079;20250626;110547;29,06;11,65;7,48;4,27;0,38;17174,39;-1,02;30,33;4212,49;2,17;0,08;34,87;-999
51,74625965;3,889482079;20250626;110609;29,99;11,62;7,48;2,5;0,22;17175,18;-1,06;30,33;4212,63;1,9;0,03;34,85;-999
51,74625965;3,889482079;20250626;110629;30,95;11,52;7,52;1,7;0,15;17171,37;-1,01;30,32;4211,7;2,53;0,05;34,75;-999
51,74625965;3,889482079;20250626;110652;31,98;11,3;7,58;1,29;0,12;17161,64;-1,11;30,3;4209,37;3,12;-0,01;34,55;-999
51,74625965;3,889482079;20250626;110710;33,01;11,22;7,6;1,12;0,1;17156,64;-0,98;30,3;4208,2;3;0,06;34,47;-999
51,74625965;3,889482079;20250626;110727;34;10,82;7,65;0,95;0,09;17137;-1,01;30,26;4203,56;2,5;0,04;34,1;-999
51,74625965;3,889482079;20250626;110745;35,16;10,41;7,7;0,83;0,08;17135,13;-1,04;30,25;4202,73;2,46;0,02;33,75;-999
