X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,76902631;3,919705115;20250626;102937;1,06;20,02;8,06;110,07;8,34;17067,79;-0,81;30,2;4198,91;1,26;2,42;42,01;-999
51,76902631;3,919705115;20250626;102953;2,07;20,01;8,06;110,35;8,36;17067,47;-0,92;30,2;4198,83;1,24;2,44;42;-999
51,76902631;3,919705115;20250626;103014;3,05;20,01;8,06;110,49;8,37;17067,05;-0,96;30,2;4198,74;1,32;2,06;42;-999
51,76902631;3,919705115;20250626;103030;3,98;20,01;8,06;110,54;8,38;17067,72;-0,81;30,2;4198,88;1,31;2,39;42;-999
51,76902631;3,919705115;20250626;103047;5,01;20,01;8,06;110,13;8,34;17070,49;-0,91;30,2;4199,48;1,41;2,45;42;-999
51,76902631;3,919705115;20250626;103112;6,08;20,01;8,06;109,83;8,32;17070,49;-0,94;30,2;4199,48;1,44;2,49;42;-999
51,76902631;3,919705115;20250626;103133;6,97;20,01;8,06;109,84;8,32;17069,61;-0,95;30,2;4199,29;1,46;2,34;42;-999
51,76902631;3,919705115;20250626;103210;8,05;20,01;8,06;109,95;8,33;17071;-0,89;30,2;4199,59;1,22;2,34;42;-999
51,76902631;3,919705115;20250626;103230;9,07;19,99;8,05;108,22;8,2;17073,33;-0,92;30,21;4200,07;1,33;2,59;41,99;-999
51,76902631;3,919705115;20250626;103248;10,03;19,97;8,04;106,42;8,07;17074,42;-0,91;30,21;4200,28;1,4;2,18;41,98;-999
51,76902631;3,919705115;20250626;103307;11;19,92;8,02;99,98;7,59;17079,25;-0,98;30,22;4201,27;1,4;2,35;41,95;-999
51,76902631;3,919705115;20250626;103329;11,97;19,83;7,98;96,95;7,37;17086,65;-0,9;30,23;4202,75;1,51;1,89;41,88;-999
51,76902631;3,919705115;20250626;103351;13,1;19,79;7,99;93,6;7,12;17090,42;-0,89;30,23;4203,51;1,41;1,7;41,85;-999
51,76902631;3,919705115;20250626;103413;14,12;19,77;7,99;93,29;7,1;17091,37;-0,98;30,24;4203,69;1,4;2,17;41,83;-999
51,76902631;3,919705115;20250626;103430;14,99;19,71;7,97;91,8;6,99;17094,07;-1,07;30,24;4204,2;1,55;1,95;41,78;-999
51,76902631;3,919705115;20250626;103454;16,06;19,68;7,94;84,83;6,46;17104,04;-0,89;30,26;4206,32;2,25;2,68;41,78;-999
