X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,75063473;3,976933161;20250626;94830;1,02;20,41;8,1;116,49;8,78;16961,2;-0,9;30,02;4176,38;1,16;3,1;42,13;-999
51,75063473;3,976933161;20250626;94850;1,96;20,41;8,1;116,53;8,78;16959,41;-0,96;30,01;4175,99;1,14;3,3;42,13;-999
51,75063473;3,976933161;20250626;94917;3,03;20,41;8,1;116,43;8,77;16961,66;-0,81;30,02;4176,48;1,27;3,63;42,13;-999
51,75063473;3,976933161;20250626;94933;4,05;20,42;8,1;116,45;8,77;16959,32;-1;30,01;4175,98;1,22;2,53;42,13;-999
51,75063473;3,976933161;20250626;94950;5,05;20,41;8,1;116,56;8,78;16964,73;-1;30,02;4177,14;1,05;2,58;42,13;-999
51,75063473;3,976933161;20250626;95007;6,01;20,41;8,1;116,36;8,77;16965,52;-0,93;30,02;4177,3;1,27;2,83;42,13;-999
51,75063473;3,976933161;20250626;95028;6,98;20,29;8,06;112,39;8,49;16962,01;-0,91;30,02;4176,4;1,15;2,94;42,02;-999
51,75063473;3,976933161;20250626;95045;8,01;20,18;8,03;106,29;8,04;16982,15;-0,87;30,05;4180,62;1,29;3,34;41,96;-999
51,75063473;3,976933161;20250626;95107;9,01;20,12;8,03;100,14;7,58;17029,52;-0,94;30,13;4190,78;1,1;2,19;42,02;-999
51,75063473;3,976933161;20250626;95124;9,97;20,07;8,05;101,45;7,68;17088,14;-0,91;30,23;4203,36;1,44;2,32;42,1;-999
51,75063473;3,976933161;20250626;95146;10,99;20;8,05;98,14;7,44;17096,31;-0,93;30,25;4205,04;1,48;2,97;42,05;-999
51,75063473;3,976933161;20250626;95205;11,97;19,76;7,96;86,6;6,6;17103,82;-0,98;30,26;4206,36;1,25;1,14;41,85;-999
51,75063473;3,976933161;20250626;95221;13;19,6;7,93;80,94;6,18;17092,76;-1,12;30,24;4203,78;1,46;1,39;41,68;-999
51,75063473;3,976933161;20250626;95245;13,97;19,01;7,86;70,35;5,44;17078,86;-1,09;30,21;4200,07;1,17;1,02;41,12;-999
51,75063473;3,976933161;20250626;95304;15,05;18,63;7,81;62,88;4,89;17081,67;-1,03;30,21;4200,23;1,29;0,71;40,79;-999
