X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,68416031;4,119575382;20250626;74751;1,08;20,86;7,98;105,43;7,89;16736,46;-0,84;29,63;4128,33;1,44;1,86;42,04;-999
51,68416031;4,119575382;20250626;74825;1,99;20,88;7,99;105,18;7,87;16765,37;-1,02;29,68;4134,6;1,31;1,78;42,12;-999
51,68416031;4,119575382;20250626;74848;3,03;20,8;8,04;110,61;8,28;16808,54;-1,03;29,75;4143,85;1,37;1,77;42,14;-999
51,68416031;4,119575382;20250626;74914;3,95;20,78;7,95;95,92;7,18;16913,44;-1,03;29,94;4166,51;1,2;1,45;42,35;-999
51,68416031;4,119575382;20250626;74939;5,04;20,74;7,97;98,47;7,37;16915,25;-1,1;29,94;4166,85;1,27;1,55;42,32;-999
51,68416031;4,119575382;20250626;75002;6,09;20,27;7,95;96,53;7,29;16879,75;-0,81;29,87;4158,6;1,56;2,01;41,83;-999
51,68416031;4,119575382;20250626;75025;6,99;20,2;7,98;98,72;7,46;16940,35;-0,96;29,98;4171,61;1,34;1,89;41,89;-999
51,68416031;4,119575382;20250626;75045;8,07;19,97;7,97;95,53;7,25;16966,08;-0,95;30,02;4176,89;1,39;1,19;41,75;-999
51,68416031;4,119575382;20250626;75118;8,92;19,87;7,96;93,87;7,14;16958,65;-1;30,01;4175,16;1,5;1,33;41,63;-999
51,68416031;4,119575382;20250626;75137;9,95;19,7;7,94;89,92;6,86;16948,15;-0,96;29,99;4172,68;1,7;1,19;41,46;-999
51,68416031;4,119575382;20250626;75158;11,08;19,69;7,92;85,58;6,53;16965,73;-0,98;30,02;4176,46;1,53;1,16;41,49;-999
