X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,69037479;4,089461277;20250626;80917;1,12;20,66;7,98;101,91;7,65;16832,52;-0,88;29,79;4148,87;1,31;1,62;42,07;-999
51,69037479;4,089461277;20250626;80936;1,95;20,66;7,98;102,21;7,68;16834,56;-0,96;29,8;4149,31;1,31;1,72;42,07;-999
51,69037479;4,089461277;20250626;80953;3,09;20,65;7,99;103,26;7,76;16830,29;-0,96;29,79;4148,37;1,41;1,72;42,05;-999
51,69037479;4,089461277;20250626;81011;4,05;20,62;8,01;105,62;7,94;16843,39;-1,02;29,81;4151,17;1,46;1,87;42,06;-999
51,69037479;4,089461277;20250626;81026;5;20,58;8,02;107,21;8,06;16869,84;-1,13;29,86;4156,85;1,45;1,83;42,08;-999
51,69037479;4,089461277;20250626;81043;6,03;20,56;8,02;106,79;8,03;16930,07;-0,9;29,96;4169,84;1,37;1,5;42,2;-999
51,69037479;4,089461277;20250626;81104;7,02;20,56;8,02;106,55;8,01;16934,91;-1,04;29,97;4170,88;1,37;1,66;42,2;-999
51,69037479;4,089461277;20250626;81122;7,94;20,55;8,02;106,16;7,98;16946,34;-0,94;29,99;4173,34;1,27;1,61;42,22;-999
51,69037479;4,089461277;20250626;81153;9;20,51;8,01;104,54;7,86;16959,44;-1;30,01;4176,12;1,4;1,36;42,22;-999
51,69037479;4,089461277;20250626;81210;10,03;20,38;7,98;99,66;7,51;16969,6;-1,1;30,03;4178,15;1,36;1,2;42,11;-999
51,69037479;4,089461277;20250626;81226;10,98;19,96;7,94;93,96;7,14;16959,58;-0,94;30,01;4175,47;1,54;1,09;41,72;-999
51,69037479;4,089461277;20250626;81302;11,03;19,9;7,94;88,9;6,76;16960,04;-1,08;30,01;4175,49;1,31;1,01;41,66;-999
51,69037479;4,089461277;20250626;81320;12,06;19,82;7,93;87,5;6,67;16970,38;-0,95;30,03;4177,63;1,3;1,27;41,62;-999
51,69037479;4,089461277;20250626;81338;12,1;19,8;7,93;86,45;6,59;16971,01;-0,98;30,03;4177,75;1,31;1,05;41,6;-999
51,69037479;4,089461277;20250626;81358;12,92;19,76;7,92;84,3;6,43;16975,68;-1,06;30,04;4178,7;1,53;1,04;41,57;-999
51,69037479;4,089461277;20250626;81423;14,04;19,76;7,91;83,18;6,34;16977,59;-1,01;30,04;4179,11;1,63;0,72;41,58;-999
