X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,70773827;4,002724996;20250626;90442;0,92;20,38;8,02;104,81;7,91;16922,86;-0,79;29,95;4168,05;1,81;3,6;42,01;-999
51,70773827;4,002724996;20250626;90458;2,07;20,4;8,02;104,7;7,9;16920,08;-0,85;29,94;4167,47;1,71;3,74;42,03;-999
51,70773827;4,002724996;20250626;90512;2,98;20,18;7,96;96,93;7,34;16944,44;-1;29,98;4172,47;1,69;3,28;41,88;-999
51,70773827;4,002724996;20250626;90532;3,98;20;7,96;88,87;6,75;16998,42;-0,94;30,08;4183,91;1,28;2;41,84;-999
51,70773827;4,002724996;20250626;90547;5,04;19,98;7,94;84,86;6,44;17006,8;-0,98;30,09;4185,7;1,43;1,73;41,84;-999
51,70773827;4,002724996;20250626;90603;6,04;19,99;7,95;82,8;6,29;17018,7;-0,92;30,11;4188,28;1,42;2,1;41,87;-999
51,70773827;4,002724996;20250626;90618;7,04;19,97;7,97;85,62;6,5;17046,51;-1;30,16;4194,26;1,31;2,03;41,92;-999
51,70773827;4,002724996;20250626;90640;7,99;19,93;7,98;87,11;6,62;17066,44;-0,83;30,19;4198,51;1,35;2,5;41,92;-999
51,70773827;4,002724996;20250626;90701;8,97;19,91;7,99;88,42;6,72;17071,52;-1,01;30,2;4199,58;1,57;1,95;41,91;-999
51,70773827;4,002724996;20250626;90718;10,01;19,89;7,99;88,77;6,75;17072,84;-0,92;30,2;4199,84;1,56;1,96;41,9;-999
51,70773827;4,002724996;20250626;90740;11,02;19,85;7,98;88,18;6,71;17077,19;-1,03;30,21;4200,73;1,51;1,57;41,87;-999
51,70773827;4,002724996;20250626;90802;12,13;19,8;7,97;86,76;6,61;17083,66;-1,12;30,22;4202,06;1,43;1,04;41,84;-999
51,70773827;4,002724996;20250626;90833;12,96;19,56;7,94;82,64;6,32;17088,85;-1,06;30,23;4202,9;1,49;0,89;41,64;-999
51,70773827;4,002724996;20250626;90854;14;19;7,85;71,98;5,56;17051,63;-1,12;30,16;4194,19;1,46;0,75;41,06;-999
51,70773827;4,002724996;20250626;90922;14,96;18,18;7,71;55,97;4,4;17017,85;-1,11;30,1;4185,91;1,48;0,58;40,25;-999
51,70773827;4,002724996;20250626;90941;16,08;17,55;7,65;44,82;3,56;17028,99;-1,11;30,11;4187,58;1,42;0,32;39,72;-999
51,70773827;4,002724996;20250626;90954;16,11;17,53;7,65;42,61;3,39;17030,63;-1,02;30,11;4187,9;1,5;0,32;39,7;-999
51,70773827;4,002724996;20250626;91018;17;17,44;7,64;39,39;3,14;17037,39;-1,13;30,13;4189,26;1,62;0,25;39,64;-999
51,70773827;4,002724996;20250626;91042;17,02;17,42;7,64;37,7;3;17040,11;-1,05;30,13;4189,82;1,49;0,24;39,62;-999
51,70773827;4,002724996;20250626;91102;18;17,36;7,64;37,12;2,96;17065,6;-1,11;30,17;4195,26;1,63;0,22;39,62;-999
51,70773827;4,002724996;20250626;91123;18,98;17,33;7,64;35,07;2,8;17089,16;-1,09;30,21;4200,31;1,83;0,24;39,65;-999
51,70773827;4,002724996;20250626;91142;20,07;17,32;7,63;31,85;2,54;17096,9;-1,04;30,23;4201,97;1,92;0,2;39,65;-999
51,70773827;4,002724996;20250626;91204;21,08;17,31;7,62;28,76;2,29;17104,67;-1,25;30,24;4203,64;2,02;0,14;39,66;-999
51,70773827;4,002724996;20250626;91225;21,88;17,3;7,62;27,25;2,17;17109,04;-1,01;30,25;4204,57;2,12;0,2;39,66;-999
