X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,69134685;4,046474855;20250626;82811;1;20,67;8,06;113,72;8,53;16919,41;-0,87;29,94;4167,66;1,55;2,16;42,27;-999
51,69134685;4,046474855;20250626;82824;1,13;20,67;8,06;113,79;8,54;16917,62;-0,96;29,94;4167,28;1,56;2,35;42,27;-999
51,69134685;4,046474855;20250626;82841;1,95;20,67;8,05;113,65;8,53;16920,63;-1,01;29,95;4167,93;1,48;2,18;42,27;-999
51,69134685;4,046474855;20250626;82901;3,06;20,65;8,05;113,06;8,49;16924,98;-0,97;29,95;4168,85;1,52;2,07;42,26;-999
51,69134685;4,046474855;20250626;82918;4,01;20,6;8,04;111,37;8,37;16928,88;-1,05;29,96;4169,62;1,44;1,99;42,22;-999
51,69134685;4,046474855;20250626;82944;5,04;20,27;7,96;102,99;7,78;16930,39;-0,9;29,96;4169,55;1,5;2,05;41,94;-999
51,69134685;4,046474855;20250626;83015;5,97;20,2;7,94;91,8;6,95;16916,3;-1,05;29,94;4166,41;1,55;2,09;41,84;-999
51,69134685;4,046474855;20250626;83036;7,01;20,14;7,94;90,92;6,89;16909,8;-1,04;29,92;4164,93;1,31;1,85;41,77;-999
51,69134685;4,046474855;20250626;83056;8,03;20,1;7,92;86,69;6,57;16920,7;-1,02;29,94;4167,24;1,34;1,63;41,76;-999
51,69134685;4,046474855;20250626;83121;9,07;20,11;7,91;83,3;6,32;16928,06;-1,02;29,96;4168,84;1,32;1,33;41,78;-999
51,69134685;4,046474855;20250626;83139;10,08;20,14;7,9;81,14;6,15;16941,26;-1,04;29,98;4171,74;1,3;1,4;41,84;-999
51,69134685;4,046474855;20250626;83156;10,97;20,04;7,91;80,7;6,12;16953,71;-0,95;30;4174,31;1,39;1,04;41,78;-999
51,69134685;4,046474855;20250626;83226;11,96;19,85;7,9;79,73;6,07;16961,69;-1,07;30,01;4175,8;1,47;0,76;41,63;-999
51,69134685;4,046474855;20250626;83257;12,06;19,82;7,9;79,01;6,02;16959,55;-1,13;30,01;4175,29;1,52;0,76;41,59;-999
51,69134685;4,046474855;20250626;83317;13,02;19,7;7,89;78,74;6,01;16955;-1,04;30;4174,17;1,42;0,75;41,48;-999
51,69134685;4,046474855;20250626;83340;13,89;19,55;7,86;74,99;5,74;16957,74;-0,99;30;4174,57;1,87;0,87;41,35;-999
51,69134685;4,046474855;20250626;83402;15;18,6;7,67;51,72;4,03;16970,25;-0,93;30,02;4176,13;2,22;1,13;40,53;-999
51,69134685;4,046474855;20250626;83422;15,99;18,11;7,57;35,1;2,76;16959,43;-1,09;30;4173,21;2,1;0,91;40,07;-999
